"Vosa";"VosaParts";"Finnish";"English";"SL"
"kutvoo";"kut-voo";"puukottaa";"stab";"V"
"kutvoote";"kut-voo-te";"puukotus";"stabbing";"S"
"kutvosva";"kut-vos-va";"teräväkielinen";"sharp-tongued";"A"
"kutönpikva";"kut-ön-pik-va";"teräväkärkinen";"sharp-pointed";"A"
"kuu";"kuu";"keittää";"boil";"V"
"kuu";"kuu";"keittää";"cook";"V"
"kuudava";"kuu-da-va";"kulinaarinen";"culinary";"A"
"kuuen";"kuu-en";"keitetty";"boiled";"V"
"kuuen";"kuu-en";"keitetty";"brewed";"V"
"kuuen";"kuu-en";"kypsä";"cooked";"V"
"kuujo";"kuu-jo";"keittäjä";"cook";"S"
"kuujo";"kuu-jo";"kokki";"chef";"S"
"kuujo";"kuu-jo";"kokki";"cook";"S"
"kuuk";"kuuk";"kukkia";"bloom";"V"
"kuuk";"kuuk";"kukkia";"blossom";"V"
"kuuk";"kuuk";"kukkia";"flower";"V"
"kuukte";"kuuk-te";"kukinta";"bloom";"S"
"kuukte";"kuuk-te";"kukinta";"flowering";"S"
"kuun";"kuun";"valvoa";"stay awake";"V"
"kuun";"kuun";"valvoa";"stay up";"V"
"kuunejvao";"kuun-ej-va-o";"valvomattomuus";"unwatchfulness";"S"
"kuunjo";"kuun-jo";"valvoja";"proctor";"S"
"kuunte";"kuun-te";"valvominen";"staying awake";"S"
"kuunte in us";"kuun-te in us";"valvominen uskossa";"watching in faith";"S"
"kuunte in us";"kuun-te in us";"valvominen uskossa";"watching over in faith";"S"
"kuunva";"kuun-va";"valvova";"watchful";"A"
"kuut";"kuut";"leikata";"cut";"V"
"kuut";"kuut";"leikata";"mow";"V"
"kuut";"kuut";"leikata";"pare";"V"
"kuut";"kuut";"leikata";"shear";"V"
"kuut";"kuut";"leikata";"slice";"V"
"kuut";"kuut";"leikata";"snip";"V"
"kuut";"kuut";"napsia";"snip";"V"
"kuut leusiheör";"kuut leu-si-heör";"ajaa parta";"shave";"V"
"kuut leusiheör";"kuut leu-si-heör";"raakata parta";"shave";"V"
"kuuten";"kuut-en";"leikattu";"clipped";"V"
"kuuten";"kuut-en";"leikattu";"cropped";"V"
"kuuten";"kuut-en";"leikattu";"dissected";"V"
"kuuten";"kuut-en";"leikattu";"operated";"V"
"kuuten";"kuut-en";"leikattu";"sheared";"V"
"kuuten";"kuut-en";"leikattu";"shorn";"V"
"kuuten";"kuut-en";"leikattu";"trimmed";"V"
"kuutte";"kuut-te";"leikkaus";"cutting";"S"
"kuutva";"kuut-va";"leikkaava";"cutting";"A"
"kuutvo";"kuut-vo";"leikkuri";"clipper";"S"
"kuutvo";"kuut-vo";"leikkuri";"cropper";"S"
"kuutvo";"kuut-vo";"leikkuri";"cutter";"S"
"kuutvo";"kuut-vo";"leikkuri";"lopper";"S"
"kuutvo";"kuut-vo";"leikkuri";"shedder";"S"
"kuves";"ku-ves";"kasari";"saucepan";"S"
"kuves";"ku-ves";"kattila";"boiler";"S"
"kuves";"ku-ves";"kattila";"caldron";"S"
"kuves";"ku-ves";"kattila";"cauldron";"S"
"kuves";"ku-ves";"kattila";"fish-kettle";"S"
"kuves";"ku-ves";"kattila";"jam pot";"S"
"kuves";"ku-ves";"kattila";"kettle";"S"
"kuves";"ku-ves";"kattila";"saucepan";"S"
"kuves";"ku-ves";"pannu";"boiler";"S"
"kuves";"ku-ves";"pannu";"kettle";"S"
"kuvö";"ku-vö";"keitin";"digester";"S"
"kuvö";"ku-vö";"keitin";"stove";"S"
"kv";"kv";"q";"q";"X"
"kva";"kva";"neljä";"four";"N"
"kva-";"kva";"neli-";"four-";"A"
"kvabas";"kva-ba-s";"neljäkymmentä";"forty";"N"
"kvabasjänriva";"kva-ba-s-jä-n-ri-va";"nelikymppinen";"forty";"A"
"kvabasna";"kva-ba-s-na";"neljäkymmenluvulla";"in the forties";"P"
"kvabasva";"kva-ba-s-va";"neljäskymmenes";"fortieth";"N"
"kvaces";"kva-ce-s";"neljäsataa";"four hundred";"N"
"kvahyn";"kva-hy-n";"huhtikuu";"April";"S"
"kvahynis";"kva-hy-nis";"aprilli";"april";"S"
"kvahöli";"kva-hö-li";"neliäänisesti";"in four voices";"D"
"kvaik";"kva-ik";"neljännes";"quarter";"S"
"kvaik";"kva-ik";"neljäsosa";"quarter";"S"
"kvaik";"kva-ik";"vartti";"quarter";"S"
"kvaikdin";"kva-ik-di-n";"neljännestunti";"fifteen minuter";"S"
"kvaikjänli";"kva-ik-jä-n-li";"neljännesvuosittain";"quarterly";"D"
"kvajänva";"kva-jä-n-va";"nelivuotinen";"quadrennial";"A"
"kvaka";"kva-ka";"nelonen";"four";"S"
"kvaka";"kva-ka";"nelonen";"fourth";"S"
"kvaka";"kva-ka";"nelonen";"number four";"S"
"kvakros";"kva-kros";"risuaita";"hash sign";"S"
"kvali";"kva-li";"neljästi";"four times";"D"
"kvalimlo";"kva-lim-lo";"karsina";"pen";"S"
"kvalimloote";"kva-lim-loo-te";"karsinointi";"grouping";"S"
"kvanoo";"kva-noo";"nelinkertaistaa";"quadruple";"V"
"kvanova";"kva-no-va";"nelinkertainen";"fourfold";"A"
"kvanova";"kva-no-va";"nelinkertainen";"quadruplicate";"A"
"kvant";"kvant";"kvantti";"quantum";"S"
"kvantdavö";"kvant-da-vö";"kvanttitietokone";"quantum computer";"S"
"kvaple";"kva-ple";"nelinpeli";"doubles";"S"
"kvaple";"kva-ple";"nelinpeli";"doubles match";"S"
"kvaple";"kva-ple";"nelinpeli";"foursome";"S"
"kvapoag";"kva-po-ag";"neliveto";"four-wheel drive";"S"
"kvapoagva";"kva-po-ag-va";"nelivetoinen";"four wheel drive";"A"
"kvartskam";"kvarts-kam";"kvartsi";"quartz";"S"
"kvarytmva";"kva-rytm-va";"nelitahtinen";"four stroke";"A"
"kvas";"kvas";"kvasi";"quasi";"S"
"kvasid";"kva-sid";"tetraedri";"tetrahedron";"S"
"kvasidva";"kva-sid-va";"nelisivuinen";"quadrilateral";"A"
"kvasio";"kva-si-o";"kvartetti";"quartet";"S"
"kvasio";"kva-si-o";"kvartetti";"quartette";"S"
"kvasio";"kva-si-o";"kvartetto";"quartet";"S"
"kvasio";"kva-si-o";"nelikkö";"quartet";"S"
"kvatuvesiva";"kva-tu-ve-si-va";"nelijalkainen";"fourfooted";"A"
"kvatuvesiva";"kva-tu-ve-si-va";"nelijalkainen";"four-legged";"A"
"kvatuvesiva";"kva-tu-ve-si-va";"nelijalkainen";"quadruped";"A"
"kvatuvesiva";"kva-tu-ve-si-va";"nelijalkainen";"quadrupedal";"A"
"kvava";"kva-va";"neljäs";"fourth";"N"
"kvavio";"kva-vi-o";"nelikkö";"foursome";"S"
"kvaäng";"kva-äng";"nelikulmio";"quadrangle";"S"
"kvaäng";"kva-äng";"neliö";"square";"S"
"kvaängjur";"kva-äng-jur";"neliöjuuri";"square root";"S"
"kvaängkauka";"kva-äng-kau-ka";"ruutukuvio";"checkered pattern";"S"
"kvaängmetr";"kva-äng-metr";"neliömetri";"square meter";"S"
"kvaängmidsilori";"kva-äng-mid-si-lo-ri";"varianssi";"variance";"S"
"kvaängpik kaukavto";"kva-äng-pik kau-kav-to";"obeliski";"obelisk";"S"
"kvaängva";"kva-äng-va";"nelikulmainen";"quadrangular";"A"
"kvaängva";"kva-äng-va";"nelikulmainen";"rectangular";"A"
"kvaängva";"kva-äng-va";"neliömäinen";"squarish";"A"
"KVR-kod";"KVR-kod";"QR koodi";"QR code";"S"
"kyierpe";"ky-ier-pe";"kyy";"common viper";"S"
"kyierpe";"ky-ier-pe";"kyy";"viper";"S"
"kyierpe";"ky-ier-pe";"kyykäärme";"viper";"S"
"Kyprlo";"Kypr-lo";"Kypros";"Cyprus";"S"
"kyrilva";"kyril-va";"kyrillinen";"cyrillic";"A"
"kyskäpep";"kys-käp-ep";"kyssäkaali";"kohlrabi";"S"
"kystkuopinäp";"kyst-kuo-pi-näp";"kysta";"cyst";"S"
"kä";"kä";"väri";"color";"S"
"kä";"kä";"väri";"colour";"S"
"käbkäns";"käb-käns";"rintasyöpä";"breast cancer";"S"
"käbmahväl";"käb-mah-väl";"pallea";"diaphragm";"S"
"käbmahväl";"käb-mah-väl";"pallea";"midriff";"S"
"käbvat";"käb-vat";"liivi";"vest";"S"
"käbvat";"käb-vat";"liivi";"vesture";"S"
"käbve";"käb-ve";"povi";"bosom";"S"
"käbve";"käb-ve";"povi";"breast";"S"
"käbve";"käb-ve";"rinta";"bosom";"S"
"käbve";"käb-ve";"rinta";"breast";"S"
"käbve";"käb-ve";"rinta";"chest";"S"
"käbve vi käbve";"käb-ve vi käb-ve";"rinta rinnan";"side by side";"P"
"käbveahfi";"käb-ve-ah-fi";"rintakipu";"chest pain";"S"
"käbvekato";"käb-ve-ka-to";"rintakuva";"bust";"S"
"käbvelarau";"käb-ve-la-rau";"rintakehä";"chest";"S"
"käbvelarau";"käb-ve-la-rau";"rintakehä";"thorax";"S"
"käbvelarau";"käb-ve-la-rau";"rintakehä-";"thoracic";"S"
"käbvemark";"käb-ve-mark";"rintamerkki";"badge";"S"
"käbverokapikvo";"käb-ve-ro-ka-pik-vo";"rintaneula";"brooch";"S"
"käbverokavo";"käb-ve-ro-ka-vo";"rintakoru";"brooch";"S"
"käbvevat";"käb-ve-vat";"rintaliivit";"bra";"S"
"käbvevat";"käb-ve-vat";"rintaliivit";"brassiere";"S"
"käbveögvo";"käb-ve-ög-vo";"rintakilpi";"breastplate";"S"
"käbvivopa";"käb-vi-vo-pa";"rintavarustus";"battlements";"S"
"käbvuute";"käb-vuu-te";"rintauinti";"breaststroke";"S"
"kädotelo";"käd-o-te-lo";"mainostoimisto";"advertising agency";"S"
"kädotelo";"käd-o-te-lo";"mainostoimisto";"publicity agency";"S"
"kädto";"käd-to";"mainos";"ad";"S"
"kädto";"käd-to";"mainos";"advertisement";"S"
"kädto";"käd-to";"mainos";"blurb";"S"
"kädto";"käd-to";"mainos-";"commercial";"S"
"kädtolusa";"käd-to-lu-sa";"mainoslause";"advertising slogan";"S"
"kädtomä";"käd-to-mä";"mainosmies";"ad man";"S"
"kädtopapr";"käd-to-papr";"mainoslehtinen";"broadsheet";"S"
"kädtopapr";"käd-to-papr";"mainoslehtinen";"flier";"S"
"kädtopapr";"käd-to-papr";"mainoslehtinen";"throwaway";"S"
"kädvolkato";"käd-vol-ka-to";"mainostaulu";"billboard";"S"
"käejretuokeerva";"kä-ej-re-tuo-keer-va";"akromaattinen";"achromatic";"A"
"käejva";"kä-ej-va";"kelmeä";"pallid";"A"
"käejva";"kä-ej-va";"väritön";"colorless";"A"
"käejva";"kä-ej-va";"väritön";"colourless";"A"
"käejva";"kä-ej-va";"väritön";"uncolored";"A"
"käejvao";"kä-ej-va-o";"värittömyys";"colorlessness";"S"
"käejvao";"kä-ej-va-o";"värittömyys";"lack of colour";"S"
"käejvokava";"kä-ej-vo-ka-va";"värisokea";"color blind";"A"
"käfulmo";"kä-ful-mo";"kitti";"putty";"S"
"käfulmo";"kä-ful-mo";"pakkeli";"putty";"S"
"käfulmoo";"kä-ful-moo";"kitata";"tipple";"V"
"käfulmoo";"kä-ful-moo";"paklata";"putty";"V"
"kähapvem";"kä-hap-vem";"limonadi";"lemonade";"S"
"kähapvem";"kä-hap-vem";"limsa";"lemonade";"S"
"käiikte";"kä-iik-te";"läikkyminen";"spill";"S"
"käik";"kä-ik";"läikkä";"spot";"S"
"käik";"kä-ik";"läiskä";"speck";"S"
"käik";"kä-ik";"läiskä";"splodge";"S"
"käik";"kä-ik";"läiskä";"splotch";"S"
"käikva";"kä-ik-va";"läikikäs";"blotchy";"A"
"käkatkato";"kä-kat-ka-to";"värivalokuva";"color photograph";"S"
"käkatkato";"kä-kat-ka-to";"värivalokuva";"colour photo";"S"
"käkirvo";"kä-kir-vo";"värikynä";"coloured pencil";"S"
"käkirvo";"kä-kir-vo";"värikynä";"crayon";"S"
"kälaoev";"kä-la-o-ev";"iiris";"iris";"S"
"kälaoev";"kä-la-o-ev";"värikalvo";"iris";"S"
"käliva";"kä-li-va";"kromaattinen";"chromatic";"A"
"käliva";"kä-li-va";"värillinen";"colored";"A"
"käliva";"kä-li-va";"värillinen";"colorful";"A"
"käliva";"kä-li-va";"värillinen";"coloured";"A"
"käluo";"kä-lu-o";"laikku";"blotch";"S"
"käluo";"kä-lu-o";"laikku";"macula";"S"
"käluo";"kä-lu-o";"laikku";"spot";"S"
"kämo";"kä-mo";"maali";"paint";"S"
"kämo";"kä-mo";"väriaine";"colorant";"S"
"kämo";"kä-mo";"väriaine";"dye";"S"
"kämo";"kä-mo";"väriaine";"dyestuff";"S"
"kämo";"kä-mo";"väriaine";"toner";"S"
"kämoejva";"kä-mo-ej-va";"maaliton";"paintless";"A"
"kämokav";"kä-mo-kav";"maalaustaide";"painting";"S"
"kämokayv";"kä-mo-ka-yv";"maalipeite";"coat of paint";"S"
"kämokayv";"kä-mo-ka-yv";"maalipeite";"paint mask";"S"
"kämoleiyl";"kä-mo-lei-yl";"maalikerros";"coat of paint";"S"
"kämoo";"kä-moo";"maalata";"blazon";"V"
"kämoo";"kä-moo";"maalata";"paint";"V"
"kämooejva";"kä-moo-ej-va";"maalaamaton";"unpainted";"A"
"kämooen";"kä-moo-en";"maalattu";"painted";"V"
"kämoojo";"kä-moo-jo";"maalari";"painter";"S"
"kämoolö";"kä-moo-lö";"maalaamo";"paint shop";"S"
"kämosupos";"kä-mo-sup-os";"maalausteline";"easel";"S"
"kämoto";"kä-mo-to";"maalaus";"painting";"S"
"kämotova";"kä-mo-to-va";"maalauksellinen";"picturesque";"A"
"kämp";"kämp";"leiri";"camp";"S"
"kämpdiirjo";"kämp-diir-jo";"leiri-isäntä";"camp director";"S"
"kämpjo";"kämp-jo";"leiriläinen";"camper";"S"
"kämpleilo";"kämp-lei-lo";"leirintäalue";"campground";"S"
"kämpleilo";"kämp-lei-lo";"leirintäalue";"camp-ground";"S"
"kämpleilo";"kämp-lei-lo";"leirintäalue";"camping-site";"S"
"kämpleilo";"kämp-lei-lo";"leirintäalue";"campsite";"S"
"kämpleilo";"kämp-lei-lo";"leirintäalue";"encampment";"S"
"kämpleilo";"kämp-lei-lo";"leiripaikka";"campsite";"S"
"kämptö";"kämp-tö";"leirityö";"camp work";"S"
"känauh";"kä-nauh";"värinauha";"ribbon";"S"
"käns";"käns";"syöpä";"cancer";"S"
"käns";"käns";"syöpä";"canker";"S"
"käns";"käns";"syöpä";"carcinoma";"S"
"känsliva";"käns-li-va";"syöpäinen";"cancerous";"A"
"känstermo";"käns-ter-mo";"syöpälääke";"anticancer drug";"S"
"käpaoova";"kä-pa-oo-va";"värinpitävä";"colorfast";"A"
"käpep";"käp-ep";"kaali";"cabbage";"S"
"käpepkuem";"käp-ep-ku-em";"kaalikeitto";"cabbage soup";"S"
"käpepmae";"käp-ep-mae";"kaalimato";"cabbage worm";"S"
"käpfung";"käp-fung";"kääpä";"polyporus";"S"
"käpjurep";"käp-jur-ep";"lanttu";"rutabaga";"S"
"käpjurep";"käp-jur-ep";"lanttu";"swede";"S"
"käpjurep";"käp-jur-ep";"lanttu";"Swedish turnip";"S"
"käpjurepboks";"käp-jur-ep-boks";"lanttulaatikko";"pitch box";"S"
"käriip";"kä-riip";"haalistaa";"fade";"V"
"käripva";"kä-rip-va";"haalea";"faded";"A"
"käripva";"kä-rip-va";"haalea";"pale";"A"
"kärpe";"kär-pe";"kärppä";"ermine";"S"
"kärpeg";"kär-peg";"kärpänen";"fly";"S"
"kärpegläp";"kär-peg-läp";"kärpäslätkä";"flyswatter";"S"
"kärpelaevmo";"kär-pe-la-ev-mo";"kärpännahka";"ermine";"S"
"kärsep";"kärs-ep";"kärsämö";"yarrows";"S"
"käräjleito";"kä-räj-lei-to";"paletti";"palette";"S"
"käsi";"kä-si";"värit";"colors";"S"
"käsi";"kä-si";"värit";"colours";"S"
"käsiermupe";"kä-si-er-mu-pe";"kameleontti";"chameleon";"S"
"käsili";"kä-si-li";"värikkäästi";"colorfully";"D"
"käsiva";"kä-si-va";"värikäs";"colorful";"A"
"käsiva";"kä-si-va";"värikäs";"colourful";"A"
"käsivao";"kä-si-va-o";"värikkyys";"chromaticity";"S"
"kätiinmo";"kä-tiin-mo";"tinneri";"paint thinner";"S"
"kätiinmo";"kä-tiin-mo";"tinneri";"thinner";"S"
"käva";"kä-va";"värinen";"colored";"A"
"kävlo";"käv-lo";"luola";"cave";"S"
"kävlo";"käv-lo";"luola";"cavern";"S"
"kävlo";"käv-lo";"luola";"grotto";"S"
"kävooshte";"kä-voosh-te";"laveeraus";"tint";"S"
"kää";"kää";"värittää";"color";"V"
"kää";"kää";"värittää";"colorize";"V"
"kää";"kää";"värittää";"colour";"V"
"kää";"kää";"värittää";"embellish";"V"
"kääd";"kääd";"mainostaa";"advertise";"V"
"kääd";"kääd";"mainostaa";"publicize";"V"
"käädjo";"kääd-jo";"mainostaja";"advertiser";"S"
"käädte";"kääd-te";"mainonta";"advertising";"S"
"käädte";"kääd-te";"mainostus";"promotion";"S"
"käädte";"kääd-te";"mainostus";"puff";"S"
"kääp";"kääp";"avata paketti";"unpack";"V"
"kääp";"kääp";"avata paketti";"unwrap";"V"
"kääp pääken dasi";"kääp pääk-en da-si";"purkaa tietojen tiivistys";"decompress the data";"S"
"kääp pääken sida";"kääp pääk-en si-da";"purkaa pakattu tiedosto";"decompress";"V"
"kääp pääken sida";"kääp pääk-en si-da";"purkaa tiivistetty tiedosto";"extract the compressed file";"V"
"kääpen";"kääp-en";"purettu";"unpacked";"V"
"kääpte";"kääp-te";"purkaminen";"unpacking";"S"
"kääpte";"kääp-te";"purku";"decompression";"S"
"kääte";"kää-te";"väritys";"coloration";"S"
"kääte";"kää-te";"väritys";"coloring";"S"
"kääte";"kää-te";"väritys";"colouring";"S"
"kö-";"kö-";"8. merkitysaste";"8. degree of meaning";"S"
"köb";"kö-b";"alue (biologia)";"domain";"S"
"köhhö";"köh-hö";"kähinä";"rasp";"S"
"köhhöli";"köh-hö-li";"käheästi";"hoarsely";"D"
"köhhöli";"köh-hö-li";"käheästi";"huskily";"D"
"köhhöva";"köh-hö-va";"käheä";"hoarse";"A"
"köhhövao";"köh-hö-va-o";"käheys";"hoarseness";"S"
"köhhöö";"köh-höö";"köhistä";"rasp";"V"
"köhkööh";"köh-kööh";"yskiä";"cough";"V"
"köhkööhte";"köh-kööh-te";"yskiminen";"coughing";"S"
"köhmo";"köh-mo";"yskös";"sputum";"S"
"köhret";"köh-ret";"köhä";"hacking cough";"S"
"köhret";"köh-ret";"yskä";"cough";"S"
"köhtee";"köh-tee";"yskittää";"cough";"V"
"köhysipjo";"kö-hy-sip-jo";"kenraalimajuri";"major general";"S"
"köl";"kö-l";"maailma";"world";"S"
"köldahonva";"kö-l-da-hon-va";"maailmankuulu";"world-famous";"A"
"köldä";"kö-l-dä";"maantiede";"geography";"S"
"köldäjo";"kö-l-dä-jo";"maantieteilijä";"geographer";"S"
"köldäli";"kö-l-dä-li";"maantieteellisesti";"geographically";"D"
"köldäva";"kö-l-dä-va";"maantieteellinen";"geographic";"A"
"köldäva";"kö-l-dä-va";"maantieteellinen";"geographical";"A"
"köljo";"kö-l-jo";"kosmopoliitti";"cosmopolitan";"S"
"kölkaide";"kö-l-ka-ide";"maailmankatsomus";"world outlook";"S"
"kölkaideva";"kö-l-ka-ide-va";"maailmankatsomuksellinen";"ideological";"A"
"kölkaob";"kö-l-ka-ob";"maailmankuva";"world view";"S"
"kölleiite";"kö-l-leii-te";"globalisaatio";"globalization";"S"
"kölleili";"kö-l-lei-li";"globaalisti";"globally";"D"
"kölleili";"kö-l-lei-li";"maailmanlaajuisesti";"global";"D"
"kölleili";"kö-l-lei-li";"maailmanlaajuisesti";"globally";"D"
"kölleiva";"kö-l-lei-va";"globaali";"global";"A"
"kölleiva";"kö-l-lei-va";"maailmanlaajuinen";"global";"A"
"kölleiva";"kö-l-lei-va";"maailmanlaajuinen";"worldwide";"A"
"kölleiva";"kö-l-lei-va";"maailmanlaajuinen";"world-wide";"A"
"köllimno";"kö-l-lim-no";"maailmankausi";"aeon";"S"
"köllimno";"kö-l-lim-no";"maailmankausi";"world season";"S"
"kölliva";"kö-l-li-va";"maailmallinen";"mundane";"A"
"kölliva";"kö-l-li-va";"maailmallinen";"worldly";"A"
"köllivao";"kö-l-li-va-o";"maailmallisuus";"worldliness";"S"
"kölpögöteva";"kö-l-pö-gö-te-va";"maailmanpoliittinen";"world political";"A"
"kölrotuujo";"kö-l-ro-tuu-jo";"maailmanmatkaaja";"globetrotter";"S"
"kölsip";"kö-l-sip";"maailmansota";"world war";"S"
"költunovoote";"kö-l-tu-no-voo-te";"maailmanennätys";"world record";"S"
"kölult";"kö-l-ult";"maailmanääri";"ends of the earth";"S"
"kölva";"kö-l-va";"maallinen";"worldly";"A"
"kölvos";"kö-l-vos";"maailmankieli";"world language";"S"
"kölylvojo";"kö-l-yl-vo-jo";"maailmanmestari";"world champion";"S"
"kölylvojovao";"kö-l-yl-vo-jo-va-o";"maailmanmestaruus";"world championship";"S"
"kölylvojovao vintra";"kö-l-yl-vo-jo-va-o vin-tra";"maailmanmestaruuskilpailu";"world championship";"S"
"kölön";"kö-l-ön";"maailmanloppu";"end of the world";"S"
"kös";"kö-s";"triljoona";"quintillion (Am)";"N"
"kös";"kö-s";"triljoona";"trillion (Br)";"N"
"kösipjo";"kö-sip-jo";"kenraali";"five-star general";"S"
"kösipjo";"kö-sip-jo";"kenraali";"full general";"S"
"kösipjo";"kö-sip-jo";"kenraali";"general";"S"
"kövusipjo";"kö-vu-sip-jo";"amiraali";"admiral";"S"
"la";"la";"päällä";"on";"P"
"la";"la";"päällä";"topped";"P"
"la";"la";"päällä";"upon";"P"
"la";"la";"yllä";"on";"P"
"la";"la";"yllään";"wearing";"P"
"la alo";"la a-lo";"pohjalla";"at the bottom";"S"
"la alo";"la a-lo";"pohjalla";"on the bottom";"S"
"la deka";"la de-ka";"jäljillä";"on the trail of";"P"
"la dekatulsi";"la de-ka-tul-si";"raiteilla";"on track";"V"
"la dim";"la dim";"partaalla";"on the brink of";"P"
"la dim";"la dim";"partaalla";"on the verge of";"P"
"la dim";"la dim";"reunalla";"on edge";"P"
"la dimsid";"la dim-sid";"laitamilla";"outskirts";"P"
"la dipva";"la dip-va";"syvällä";"deep";"P"
"la far";"la far";"etäällä";"far";"P"
"la farpir";"la far-pir";"kauempana";"further on";"P"
"la farst";"la far-st";"kauimpana";"farthest";"P"
"la farst";"la far-st";"kauimpana";"furthest";"P"
"la fetultol";"la fe-tul-tol";"asemalla";"at the station";"P"
"la fovamlo";"la fo-vam-lo";"merellä";"at sea";"S"
"la fovamlo";"la fo-vam-lo";"merellä";"seaway";"S"
"la iptol";"la ip-tol";"mökillä";"at the cottage";"P"
"la it";"la it";"sen päällä";"thereon";"P"
"la itof lo";"la it-of lo";"paikallaan";"in place";"P"
"la itof lo";"la it-of lo";"paikallaan";"stationary";"P"
"la järi";"la jä-ri";"jäljellä";"left";"D"
"la kadeob";"la ka-de-ob";"taustalla";"underlying";"P"
"la kadeob";"la ka-de-ob";"taustalla";"underpinning";"P"
"la kirsid";"la kir-sid";"sivulla";"on the page";"P"
"la lao";"la la-o";"pinnalla";"afloat";"P"
"la laos";"la la-os";"pöydällä";"on the table";"P"
"la leilo";"la lei-lo";"alueella";"within the precincts of";"S"
"la leilosi";"la lei-lo-si";"aloilla";"sectors";"S"
"la lev";"la lev";"vasemmalla";"on the left";"P"
"la lim";"la lim";"rajalla";"at the border";"P"
"la lo";"la lo";"paikalla";"at place";"P"
"la lo";"la lo";"paikalla";"on the spot";"P"
"la lo";"la lo";"paikalla";"present";"P"
"la lo";"la lo";"paikan päällä";"on the spot";"S"
"la lotuvö";"la lo-tu-vö";"aluksella";"aboard";"S"
"la lotuvö";"la lo-tu-vö";"aluksella";"on board";"S"
"la lyouv";"la ly-ouv";"kynnyksellä";"at the threshold";"P"
"la lyouv";"la ly-ouv";"kynnyksellä";"doorstep";"P"
"la lypir";"la ly-pir";"alempana";"lower";"P"
"la lytal";"la ly-tal";"lattialla";"on the floor";"P"
"la mol";"la mol";"maassa";"on the ground";"P"
"la möylleikia";"la möyl-lei-kia";"rinteessä";"aslope";"P"
"la möylleikia";"la möyl-lei-kia";"rinteessä";"on the slope";"P"
"la net";"la net";"verkossa";"online";"P"
"la nihylsi";"la ni-hy-l-si";"ulkomailla";"abroad";"S"
"la nihylsi";"la ni-hy-l-si";"ulkomailla";"overseas";"S"
"la nist";"la ni-st";"uloimpana";"outermost";"P"
"la nuatlo";"la nuat-lo";"maaseudulla";"in the countryside";"S"
"la pimöyl";"la pi-möyl";"vuorella";"on the mountain";"P"
"la pä";"la pä";"päässä";"on head";"P"
"la raflo";"la raf-lo";"lähimain";"nearby";"P"
"la raflo";"la raf-lo";"lähistöllä";"nearby";"S"
"la rafpir";"la raf-pir";"lähempänä";"closer";"P"
"la rafpir";"la raf-pir";"lähempänä";"nearer";"P"
"la raktuo";"la rak-tuo";"käpälämäessä";"on the lam";"P"
"la rotuo";"la ro-tuo";"matkalla";"en route";"P"
"la rotuo";"la ro-tuo";"matkalla";"on the way";"P"
"la rotut";"la ro-tut";"kyydissä";"on board";"P"
"la sid";"la sid";"puolella";"on the side of";"P"
"la sid";"la sid";"sivulla";"beside";"P"
"la sid";"la sid";"sivulla";"by the side";"P"
"la siheplo";"la si-hep-lo";"nurmikolla";"on the lawn";"S"
"la stoplo";"la stop-lo";"pysäkillä";"at the stop";"S"
"la tal";"la tal";"tasolla";"at level";"P"
"la tal vi";"la tal vi";"tasalla";"in step with";"P"
"la tanretlö";"la tan-ret-lö";"poliklinikalla";"at the outpatient clinic";"P"
"la tanretlö";"la tan-ret-lö";"poliklinikalla";"at the polyclinic";"P"
"la tarobtulsi";"la tar-ob-tul-si";"harhateillä";"going astray";"P"
"la tauntul";"la taun-tul";"kadulla";"in the street";"P"
"la teka";"la te-ka";"näytteillä";"exhibited";"P"
"la teka";"la te-ka";"näytteillä";"on display";"P"
"la tekalao";"la te-ka-la-o";"näytöllä";"on the screen";"P"
"la tolleilo";"la tol-lei-lo";"pihalla";"in the yard";"S"
"la tua sid";"la tua sid";"toisella puolen";"beyond";"P"
"la tul";"la tul";"tiellä";"on the road";"P"
"la tuo";"la tuo";"matkalla";"in way";"P"
"la tuvetapsi";"la tu-ve-tap-si";"varpaillaan";"on tiptoes";"P"
"la vamdim";"la vam-dim";"rannalla";"ashore";"P"
"la vamdim";"la vam-dim";"rannalla";"beachfront";"P"
