Vosa	VosaParts	Finsi	Engsi
autraaen	aut-raa-en	rakastunut	amorous; in love
ruturaaen	ru-tu-raa-en	kiintynyt	devoted; fond of
saaen	saa-en	sanottu; sanoi	said
hä saaen	hä saa-en	hän sanoi	he said; she said
kasaaen	ka-saa-en	kuvattu	described
darilkasaaen	da-ril-ka-saa-en	totesi	stated
ögrokasaaen	ög-ro-ka-saa-en	kritisoitu	criticized
sasaaen	sa-saa-en	puhuttu; puhui; puhunut	talked; spoke; spoken
aj sasaaen	aj sa-saa-en	puhuin	I spoke
öbsasaaen	öb-sa-saa-en	kerrottu; kertoi	narrated; told
visasaaen	vi-sa-saa-en	keskusteltu	discussed
lijesaaen	li-je-saa-en	väitti; väitetty	alleged; purported; contended; claimed; argued; asserted
ennesaaen	en-ne-saa-en	ennustettu	predicted; foretold; forecasted
lisaaen	li-saa-en	neuvottu	counselled
itlisaaen	it-li-saa-en	niin sanottu; niinsanottu	so called; so-called
posvisaaen	pos-vi-saa-en	kiistelty; kiistetty	controversial; disputed
tajsaaen	taj-saa-en	ehdotettu	proposed
görilsaaen	gö-ril-saa-en	tunnustettu	acknowledged
öbnosaaen	öb-no-saa-en	raportoitu	reported
obrosaaen	ob-ro-saa-en	arvosteltu; arvosteli	criticized; graded
hypsaaen	hyp-saa-en	kirottu	damnable; damned; darned; cussed; accursed; cursed; damn
ersaaen	er-saa-en	nimeltään; nimetty	called; designated; named
re-ersaaen	re-er-saa-en	nimetty jonkun mukaan	eponymous
ahklirsaaen	ah-klir-saa-en	pahoitteli	regretted
issaaen	is-saa-en	mainitsi; mainittu	aforesaid; mentioned
edissaaen	ed-is-saa-en	edellä mainittu	aforesaid
alissaaen	al-is-saa-en	allamainittu	undermentioned
önstissaaen	ön-st-is-saa-en	viimeksimainittu	last mentioned; latter
haussaaen	ha-us-saa-en	siunattu	blessed
autvarmtusaaen	aut-varm-tu-saa-en	vakuuttunut	assured; convinced
sysaaen	sy-saa-en	syytetty	accused; blamed
hali alsysaaen	ha-li al-sy-saa-en	hyvin perusteltu	well-founded
autsviösaaen	aut-sviö-saa-en	vannoutunut	committed; confirmed
pösaaen	pö-saa-en	määrätty	decreed
ippösaaen	ip-pö-saa-en	määrätty	assigned; enjoined; imposed; ordained; prescribed; stipulated; ascribed
ahobstaaen	ah-ob-staa-en	kohtalon määräämä	fated
autahstaaen	aut-ah-staa-en	ahdistunut	anguished; anxious; distressed; harried
tehomstaaen	te-hom-staa-en	ilmastoitu	air-conditioned
fainooben	fain-oob-en	ihannoitu	glorified
auttarooben	aut-tar-oob-en	harhaantunut	misguided
cen	ce-n	minuutti	minute
den	den	tanskan kieli	Danish
kaaden	kaad-en	vartioitu	guarded
kasaaden	ka-saad-en	yllättynyt	surprised
dahiiden	da-hiid-en	salattu	hidden
autmiiden	aut-mii-den	keskittynyt	focused
niiden	niid-en	tarvis; tarvittu	needed
autahniiden	aut-ah-niid-en	hätääntynyt	frantic
telooden	te-lood-en	kuormitettu	burdened
yllooden	yl-lood-en	ylikuormitettu	overburdened; overloaded
iplooden	ip-lood-en	ladattu	loaded
utlooden	ut-lood-en	ladattu	downloaded
tulooden	tu-lood-en	ladattu	uploaded
teraee-en	te-raee-en	rakeistettu	granulated
ejhiee-en	ej-hiee-en	hiomaton	boorish; crude; rough; uncut; unground; unpolished
ikhiee-en	ik-hiee-en	jauhettu	milled; minced; powdered; pulverized
ejhakee-en	ej-ha-kee-en	hoitamaton	unattended; unkempt; untended; untreated
autmikee-en	aut-mi-kee-en	huolestunut	anxious; concerned; worried
plee-en	plee-en	pelannut	played
ejfosikpee-en	ej-fo-s-ik-pee-en	steriloitu	sterilized
karpee-en	kar-pee-en	kesytetty	tamed
tee-en	tee-en	tehneet; tehnyt; tehty; teki	did; have done; didst; done
oota tee-en	oo-ta tee-en	on tehty	is done; has been done
katee-en	ka-tee-en	piirretty; piirsi	drawn; drew; plotted
klirobtee-en	klir-ob-tee-en	raivattu	cleared
viongtee-en	vi-ong-tee-en	kamppaili	struggled
miahtee-en	mi-ah-tee-en	kiusattu	tempted; bullied; harassed
autmiahtee-en	aut-mi-ah-tee-en	kiusaantunut	embarrassed; harassed; pestered; vexed
pitforahtee-en	pit-for-ah-tee-en	sanktioitu	sanctioned
relitee-en	re-li-tee-en	jäljitelty	imitated
tesitee-en	te-si-tee-en	aktivoitu	activated
riltee-en	ril-tee-en	pantu täytäntöön; toteutettu	effected; implemented
mämtee-en	mäm-tee-en	ihmisen tekemä	human-made; man-made
fulöntee-en	ful-ön-tee-en	viimeistelty	finalised; finalized; finished
tuöntee-en	tu-ön-tee-en	suoritettu	conducted; performed
otee-en	o-tee-en	toiminut	acted; functioned
notee-en	no-tee-en	vietti	spent
autvyrotee-en	aut-vy-ro-tee-en	edistynyt	advanced; sophisticated
livotee-en	li-vo-tee-en	taisi; taisivat	mastered
vislivotee-en	vis-li-vo-tee-en	sofistikoitu	sophisticated
islirtee-en	is-lir-tee-en	tekaistu	fictitious; phony
ejenfortee-en	ej-en-for-tee-en	kylmiltään	unpreparedly
autenfortee-en	aut-en-for-tee-en	valmistautunut	ready; prepared
ahsttee-en	ah-st-tee-en	pilaama	tainted
autahsttee-en	aut-ah-st-tee-en	pilaantunut	decayed; spoiled; spoilt
auttee-en	aut-tee-en	automatisoitu	automated
kautee-en	kau-tee-en	muodostettu	formed
ahautkautee-en	ah-aut-kau-tee-en	epämuodostunut	deformed
cutee-en	cu-tee-en	käsitelty	processed; tackled
ejcutee-en	ej-cu-tee-en	käsittelemätön	unprocessed; raw
dutee-en	du-tee-en	toistettu	reproduced; repeated
novtee-en	nov-tee-en	luotu	created; generated
nötee-en	nö-tee-en	ryhdytty; ryhtyivät; ryhtyneet	undertaken; began
pötee-en	pö-tee-en	hallittu	controlled; managed
savee-en	sa-vee-en	nuoli	licked
nöee-en	nö-ee-en	syntynyt	begotten; born
tenöee-en	te-nö-ee-en	synnytti	begot
novlinöee-en	nov-li-nö-ee-en	uudestisyntynyt	reborn; regenerate
ejnöee-en	ej-nö-ee-en	syntymätön	unborn
ejtefulnöee-en	ej-te-ful-nö-ee-en	keskensyntynyt	premature
rafnennöee-en	raf-nen-nö-ee-en	vastasyntynyt	neonate; newborn
ofhylväte-en	of-hy-l-vä-te-en	maatiainen	native-bred
eönli nöeen	e-ön-li nö-e-en	kuolleena syntynyt	stillborn
utnöeen	ut-nö-een	syntyjään; syntyisin	born in; by birth
aafen	aaf-en	saaneet; saatu; sai	gained; received; obtained; got; gotten
oota aafen	oo-ta aaf-en	on saatu	have been got; has been obtained
häsi aafen	hä-si aaf-en	he saivat	they got
aj aafen	aj aaf-en	sain	I got
oo aafen	oo aaf-en	on saanut	has got
hä oo aafen	hä oo aaf-en	hän on saanut	he has received
hä aafen	hä aaf-en	hän sai	he got; she got
obaafen	ob-aaf-en	saavuttanut; saavutettu	accomplished; achieved; attained; reached
teaafen	te-aaf-en	anoi	pleaded
rovripteaafen	rov-rip-te-aaf-en	tinki	bargained
fulaafen	ful-aaf-en	kylläinen	sated; saturated; full
ahfulaafen	ah-ful-aaf-en	kyllästynyt	bored; fed up; tired
roaafen	ro-aaf-en	ansaittu; ansainnut	condign; deserved; earned
lonroaafen	lon-ro-aaf-en	lainattu	borrowed
foraafen	for-aaf-en	hankittu	acquired; procured
uraafen	ur-aaf-en	menetetty	forfeited; lost
auttesaafen	aut-te-saaf-en	vaivautunut	embarrassed; uneasy
vosaafen	vo-saaf-en	siedetty	tolerated
rataafen	rat-aaf-en	oikeutettu	justified; deserved; rightful; entitled; justifiable
idearataafen	idea-rat-aaf-en	patentoitu	patented
tojorataafen	to-jo-rat-aaf-en	suojattu tekijänoikeuksilla	copyrighted
edrorataafen	ed-ro-rat-aaf-en	etuoikeutettu	privileged; unprivileged
tartaafen	tart-aaf-en	tartunnan saanut	infected
deefen	deef-en	määritelty	defined; specified
ejdeefen	ej-deef-en	määrittelemätön	indeterminable; indeterminate; undefinable; undefined; undetermined; unspecified; indefinable
ejseefen	ej-seef-en	suojaamaton	naked; unprotected; unsecured; unsheltered; unshielded
tiifen	tiif-en	tilattu	commissioned; ordered; subscribed
ajsi tiifen	aj-si tiif-en	tilasimme	we ordered
oofen	oof-en	oli	had
kasluufen	kas-luuf-en	evakuoitu	evacuee
ääfen	ääf-en	ostettu	bought; purchased
lonfääfen	lon-fääf-en	vuokrattu	chartered; leased; rented
ööfen	ööf-en	omistettu	dedicated; owned; possessed
auttuööfen	aut-tu-ööf-en	omistautunut	devoted
gen	gen	geeni	gene
aagen	aag-en	haettu; toi; toivat; tuotu	brought; conveyed; fetched; imported; taken; took; carried
gaagen	gaag-en	kuljetettu	carried; propelled; transported
pogaagen	po-gaag-en	kannettu; kantanut	carried; borne
poaagen	po-aag-en	vedetty; veti; vetivät	yanked; dragged; drawn; drew; hauled; jerked; pulled; tugged
rapoaagen	ra-po-aag-en	haltioitunut	rapt; rapturous
autpoaagen	aut-po-aag-en	vetäytyi; vetäytynyt	retreated; withdrawn; withdrew
faraagen	far-aag-en	kaukaa haettu	farfetched
pöreegen	pö-reeg-en	säännelty	regulated
öggen	ög-gen	antigeeni	antigen
sigen	si-gen	genomi	genome; genomi
allelgen	al-lel-gen	alleeli	allele
ämgen	äm-gen	estrogeeni	estrogen
riingen	riing-en	rengastettu	ringed
sikvaäängen	si-kva-ääng-en	taulukoitu	tabulated
häängen	hääng-en	roikkunut; riippuivat	drooped; hung; hung up
obhäängen	ob-hääng-en	riippuivat	depended
proogen	proog-en	ohjelmoitu	programmed
ahmäägen	ah-määg-en	noiduttu	under a spell
saahen	saah-en	sahattu	sawn
tehacuaahen	te-ha-cu-aah-en	armoitettu	pardoned
micuaahen	mi-cu-aah-en	inhottu	abhorred
eehen	eeh-en	itki	wept
uoohen	u-ooh-en	tyyntyi; tyyntynyt	calmed down
autuoohen	aut-u-ooh-en	rauhoittunut; seestynyt	reassured; calmed; calmed down; mellow
runauuhen	ru-nauuh-en	teipattu	taped
hönauuhen	hö-nauuh-en	nauhoitettu	tape-recorded
pyyhen	pyyh-en	pyhitetty	hallowed; sacred; sanctified
forpyyhen	for-pyyh-en	vihitty	consecrated
fraiien	fraii-en	paistettu	broiled; fried; sauteed
heiien	heii-en	viskattu; heittänyt; heittivät; heitetty; heitti	cast; flung; hurled; pitched; threw; thrown; tossed
aj heiien	aj heii-en	heitin	I threw
autpoheiien	aut-po-heii-en	paiskautui	was thrown
keiien	keii-en	kaatunut	fallen; overturned; toppled
pakeiien	pa-keii-en	kaadettu	felled
dafiien	da-fii-en	tajusi; tiedostettu	acknowledged; conscious; realised; realized
davofiien	da-vo-fii-en	kokenut	experienced; veteran
ejdavofiien	ej-da-vo-fii-en	kokematon	unexperienced; callow; inexperienced; inexpert
kahirfiien	ka-hir-fii-en	ällistynyt	amazed; astonished; astounded
erliien	er-lii-en	erikoistunut	specialized
tenohamiien	te-no-ha-mii-en	viihdyttivät	entertained
ruhamiien	ru-ha-mii-en	kiinnostunut	interested
öbahmiien	öb-ah-mii-en	tylsistynyt	bored
autbönmiien	aut-bön-mii-en	kiihtynyt; kiihottunut	agitated; aroused; excited
lymiien	ly-mii-en	masentunut; myrtynyt	disheartened; downtrodden; dispirited; downcast; droopy; despondent; depressed; dejected; crestfallen; downhearted; discouraged
ylriien	yl-rii-en	liioiteltu	exaggerated; extravagant; overstated
jänriien	jä-n-rii-en	ikääntynyt	aged
paysriien	pa-ys-rii-en	tehostettu	boosted; enhanced; intensified
viien	vii-en	yhtyneet; yhtynyt	united
sidviien	sid-vii-en	rinnastettu	equated
bajviien	ba-j-vii-en	nainut	married
enbajviien	en-ba-j-vii-en	kihlautunut; kihlaantunut	affianced; engaged
paenbajviien	pa-en-ba-j-vii-en	kihlattu	groom-to-be; betrothed; espoused
nubajviien	nu-ba-j-vii-en	nuorikko	newlywed
novbajviien	nov-ba-j-vii-en	vastanainut	newlywed
lien	li-en	ennestään	already
eejen	eej-en	kielletty	negated; denied; proscribed; prohibited; interdicted; disallowed; banned; forbidden
hafaeejen	ha-fa-eej-en	hylätty	dismissed; rejected; refused; dumped; discarded; disapproved; declined; abandoned; disclaimed; forsaken
hajohafaeejen	ha-jo-ha-fa-eej-en	Jumalanhylkäämä	Godforsaken
autnideejen	aut-nid-eej-en	turhautunut	frustrated
meejen	meej-en	taisi	I guess
kareejen	kar-eej-en	lannistettu	discouraged; overwhelmed
teejen	te-ej-en	kumottu	abrogated; overruled; repealed; undone
yltehyyjen	yl-te-hyyj-en	ylikansoitettu	overcrowded; overpopulated
parääjen	pa-rääj-en	sekoitettu	blended; mixed; shuffled
auträäjen	aut-rääj-en	sekoittuneet	intermingled
autpärääjen	aut-pä-rääj-en	huumaantunut	besotted
telaaken	te-laak-en	lämmitetty	heated; warmed
mlaaken	mlaak-en	sulanut	molten
temlaaken	te-mlaak-en	sulatettu	melted
raaken	raak-en	pelätty	dreaded; feared
saaken	saak-en	onnistunut; onnistui	succeeded; successful; fared; managed
ejsaaken	ej-saak-en	epäonnistunut	abortive; failed; unsuccessful
reeken	reek-en	risa	broken
ahreeken	ah-reek-en	loukattu	infringed
kireeken	ki-reek-en	tuhottu	destroyed
autkireeken	aut-ki-reek-en	tuhoutunut	devastated; ravaged
autmireeken	aut-mi-reek-en	loukkaantunut; närkästynyt	aggrieved; nettled; offended
cumireeken	cu-mi-reek-en	loukattu	affronted
autikreeken	aut-ik-reek-en	pirstoutunut	fragmented
homreeken	hom-reek-en	räjähti; räjähtivät	exploded
honreeken	hon-reek-en	loukattu	insulted
noreeken	no-reek-en	keskeytetty	paused; suspended; aborted
roreeken	ro-reek-en	vararikkoinen	bankrupt
autterreeken	aut-ter-reek-en	loukkaantunut	injured
ahvoleioo autterreeken	ah-vo-lei-oo aut-ter-reek-en	virua loukkantuneena	lounge hurt
urreeken	ur-reek-en	repi; repineet; repinyt; revitty	ripped; tore; torn
autreeken	aut-reek-en	murtunut; rikkoontunut; särkynyt	broken; fractured; shattered
autlaevreeken	aut-la-ev-reek-en	haavoittunut	wounded; injured; casualty
lyreeken	ly-reek-en	romahtanut	collapsed; slumped
seeken	seek-en	etsinyt; etsitty; haettu	seeked; sought; searched; retrieved; searched for
pokliiken	po-kliik-en	koputti	knocked
papiiken	pa-piik-en	pistetty	stuck
inlipiiken	in-li-piik-en	lävistetty	pierced
vipiiken	vi-piik-en	nidottu	paperback
riiken	riik-en	luettu; lukenut	read
ejriiken	ej-riik-en	lukematon	unread
duiiken	du-iik-en	puolitettu	cut in half; halved
soviiken	so-viik-en	erehtynyt	erred
autniilken	aut-niilk-en	ryvettynyt	dirty
maarken	maark-en	merkitty	labelled; marked; labeled; flagged; denoted; tagged
obmaarken	ob-maark-en	merkitsi; tarkoittanut; tarkoitti	signified; meant
obtaarken	ob-taark-en	huomioitu	noted
istaarken	is-taark-en	tarkistettu	checked; revised; reviewed
ejyvtaarken	ej-yv-taark-en	sensuroimaton	uncensored
lybodhuuken	ly-bod-huuk-en	kyyryssä	hunched
luuken	luuk-en	lukittu; lukossa	latched; locked
nuuken	nuuk-en	nukkui	slept
aj nuuken	aj nuuk-en	nukuin	I slept
önnuuken	ön-nuuk-en	heränneet; herännyt; heräsi; heräsivät	woken; awaken; awakened; waked; wakened; woke
hääken	hääk-en	iski; lyöty; isketty	batted; beaten; hit; smitten; smote; struck
sihääken	si-hääk-en	hakattu	beat; beaten; hewed
läkvamhomhääken	läk-vam-hom-hääk-en	löylynlyömä	cracked
methääken	met-hääk-en	taottu	forged
houhääken	ho-u-hääk-en	tuulenpieksämä	windswept
rovpaalen	rov-paal-en	tilitetty	accounted
notaalen	no-taal-en	päivitetty	updated
pasmeelen	pa-smeel-en	hajustettu	perfumed
paiilen	paiil-en	kasattu	heaped; piled
autpaiilen	aut-paiil-en	kasaantunut	concentrated; piled up
dariilen	da-riil-en	todistettu	attested; established; evidenced; proved; proven; vindicated
ejdariilen	ej-da-riil-en	todistamaton	unproved; unproven; unwitnessed
viilen	viil-en	viljelty	cultivated; cultured; farmed
doolen	dool-en	purettu	unloaded
toolen	tool-en	rakennettu	built; constructed; builded
ejtoolen	ej-tool-en	rakentamaton	unstructured
potoolen	po-tool-en	linnoitettu	fortified
iptoolen	ip-tool-en	majoittunut	accommodated
intutoolen	in-tu-tool-en	sisäänrakennettu	built-in; inbuilt
uulen	uul-en	lyhennetty	abridged; shortened
ylkauulen	yl-kauul-en	holvattu	vaulted
fuulen	fuul-en	täytetty	stuffed; filled
nidfuulen	nid-fuul-en	tyydytetty	satisfied
auttefuulen	aut-te-fuul-en	valmistunut	ready
yylen	yyl-en	noussut; nousi; nousseet	arose; surged; rose up; rose; risen; ascended; arisen; got up
payylen	pa-yyl-en	nostettu	hoisted; upped; raised; jacked; lifted
ipyylen	ip-yyl-en	kohonnut	heightened; raised; elevated
teipyylen	te-ip-yyl-en	kohotettu	raised
hahfikaamen	hah-fi-kaam-en	paatunut	unrepentant; hardened; impenitent
lakkaamen	lak-kaam-en	karkaistu	tempered
ylvaamen	yl-vaam-en	tulvinut	flooded; inundated
pa-apinvaamen	pa-ap-in-vaam-en	kastettu	dipped
usvaamen	us-vaam-en	kastettu	baptized
eemen	eem-en	söivät; syöty; söi	ate; devoured; dined; eaten
aj eemen	aj eem-en	söin	I ate
vathupeg-eemen	vat-hu-peg-eem-en	koinsyömä	moth-eaten
fuleemen	ful-eem-en	kylläinen	eaten enough; replete; satiated; satisfied
noeemen	no-eem-en	ajansyömä	hackneyed
alroeemen	al-ro-eem-en	aliravittu	underfed; undernourished; malnourished
freemen	freem-en	kehystetty	framed
viseemen	vi-seem-en	siitetty; siitti	begot; bred; gotten
autviseemen	aut-vi-seem-en	siinnyt; sikisi	generated; was begotten; was generated
fäviseemen	fä-vi-seem-en	prostituoitu	floozy; prostitute; hooker
veemen	veem-en	joi	drank
iimen	iim-en	imi	suck
liimen	liim-en	rajattu	limited; delineated; capped; delimited; cropped
teliimen	te-liim-en	rajoitettu	limited; restricted; confined; bounded; constrained
mofuliimen	mo-ful-iim-en	kyllästetty	impregnated
autiimen	aut-iim-en	imeytynyt	absorbed; imbibed
kaalmen	kaalm-en	jäässä; jäätynyt	frozen; glaciated; iced
alevhoomen	al-ev-hoom-en	hengästynyt	breathless
pofiemvoomen	po-fi-em-voom-en	marinoitu	marinated
rovaarmen	ro-vaarm-en	taattu	guaranteed
nen	nen	nyt	now
riljeli nen	ril-je-li n-en	johan nyt	oh, now
tu nen	tu nen	tähän mennessä	up to this point
anen	a-nen	taas	again
na anen	na a-nen	kun taas	whereas; while; whilst
enöpogaanen	e-nö-po-gaa-nen	olla raskaana	be pregnant
kaanen	kaa-nen	katsomassa	watching
ivpaanen	iv-paa-nen	katkaisemassa	severing
visasaanen	vi-sa-saa-nen	keskustelemassa	discussing
kaadnen	kaad-nen	vartioimassa	guarding
enen	en-en	ammoin; ennen vanhaan; muinoin	in the old days; once upon a time; once; of yore; in olden days; in distant past; in ancient past; formerly; anciently; long ago
denen	de-nen	vasta	newly; only; not till; just; not until
autmikeenen	aut-mi-kee-nen	huolissaan; huolestuneena	concerned; preoccupied; anxiously; alarmed; afraid
teenen	tee-nen	tekeillä; tekemässä	under construction; under way; in the wind; in progress; in preparation; doing; afoot
oo teenen	oo tee-nen	on tekemässä	is doing
oteenen	o-tee-nen	toiminnassa	operational
cuteenen	cu-tee-nen	käsiteltävänä; käsittelyssä	under discussion; proceeding
nöeenen	nö-ee-nen	syntymässä	nascent
rafnen	raf-nen	juuri; äsken; hiljattain; hiljan; hiljakkoin; äskettäin	just now; lately; latterly; newly; of late; recently; freshly
enrafnen	en-raf-nen	taannoin	recently
seefnen	seef-nen	suojelemassa	protecting
kliinen	kliin-en	puhdistettu	scrubbed; refined; purified; purged; cleaned; cleansed
vamiinen	vam-iin-en	vettynyt	soaked; waterlogged
viinen	viin-en	voitettu; voittanut; voitti; voittivat	prevailed; won; triumphed; overwhelmed; overcome; overcame; defeated; conquered; vanquished
ajsi viinen	aj-si viin-en	voitimme	we won
poviinen	po-viin-en	nujerrettu	prostrate
välejnen	väl-ej-nen	heti; oitis	straight off; straightaway; right away; now; instantly; immediately; directly; at once; straightway
reivälejnen	rei-väl-ej-nen	suoraa päätä	forthwith; right away; straight away
raaknen	raak-nen	olla peloissaan	be frightened
lyreeknen	ly-reek-nen	romahtamassa	collapsing
seeknen	seek-nen	olla etsimässä	be looking
nuuknen	nuuk-nen	nukkumassa	sleeping; in bed
toolnen	tool-nen	rakenteilla	under construction
yylnen	yyl-nen	nousussa	rising
önnen	ön-nen	vihdoin	finally; at last
öönnen	öön-nen	loppumassa; päättymässä	running out; terminating; expiring
raföönnen	raf-öön-nen	loppumaisillaan; päättymäisilään	nearing its end; about to end; ebbing
oonen	oo-nen	olemassa	exist
ooen oonen	oo-en oo-nen	oli olemassa	existed
oo oonen	oo oo-nen	olla olemassa; on olemassa	exist
päräjmoonen	pä-räj-moo-nen	päihdyksissä	intoxicated
vifaroonen	vi-far-oo-nen	vierailemassa	visiting
ejkroonen	ej-kroon-en	kruunaamaton	uncrowned
kasoonen	ka-soo-nen	suunnitteilla	are planning
voejsoonen	vo-ej-soo-nen	hämmästyksissään	astonished
autvoriipnen	aut-vo-riip-nen	rappeutumassa	decaying
ripnen	rip-nen	jo	already
keernen	keer-nen	korjattavana	under repair
oo sokliirnen	oo so-kliir-nen	olla selvillä	be aware
autrafpiirnen	aut-raf-piir-nen	lähestymässä	nearing
pirnen	pir-nen	vielä	as yet; still; yet
repirnen	re-pir-nen	yhä	even now; still
ejpirnen	ej-pir-nen	enää; enään	any more; anymore
kayyrnen	ka-yyr-nen	kadoksissa	missing
tiisnen	tiis-nen	seisomassa	standing
oo tiisnen	oo tiis-nen	olla seisomassa	be standing
teensnen	teens-nen	jännityksessä	in tension
urteensnen	ur-teens-nen	tiukilla	under strain
jusnen	jus-nen	juuri nyt; paraikaa; parastaikaa; parhaillaan	at this moment; just now; presently; right now
poyysnen	po-yys-nen	vireillä	pending; under discussion
eetnen	eet-nen	lepäämässä	resting
vooltnen	voolt-nen	jännityksessä	in suspense
uutnen	uut-nen	tulossa	becoming; coming up; coming
reuutnen	re-uut-nen	palaamassa	returning
dunen	du-nen	jälleen	again
tunen	tu-nen	tähän asti; tähän mennessä	hitherto; up to now; until now; til now; heretofore; by now; so far
uunen	uu-nen	liikkeellä; olla liikkeessä	be moving; on the move
rauunen	rauu-nen	olla pyörimässä	be spinning
armuunen	ar-muu-nen	suutuksissa	angrily; in anger
louunen	lo-uu-nen	siirtymässä	shifting
tuunen	tuu-nen	käynnissä; meneillään; menossa	going; undergoing; in progress; going on
autkatuunen	aut-ka-tuu-nen	ajautumassa	drifting
