Tunniste	English	Finnish	Vosa
11973	R Increasing domestic energy production reduces dependence on imported energy.	R Kotimaista energiatuotantoa lisättäessä vähennetään riippuvuutta tuontienergiasta.	G Na balhylva poritoote pirpaata riipta obhängvao ut inagpori. 
11974	R The number of people being trained should better match the demand of the labor market, so that people are not trained to become unemployed.	R Koulutettavien määrien tulisi paremmin vastata työmarkkinoiden kysyntää, ettei koulutettaisi työttömäksi.	G Padaavtava risi piitif hapirli liree töforfäsi konid, syt ej padaavif mu töafejjo. 
11975	R You save on training costs and time, and things run better when you practice self-study, self-reliance, independence, and initiative.	R Koulutuskustannuksissa ja ajassakin säästyy ja asiat rullaavat paremmin, kun harjaantuu itseopiskeluun, omatoimisuuteen, itsenäisyyteen, oma-aloitteisuuteen.	G In padav rovpasi a ali in no autropaoo a sosi rool hapirli, na autvopiir intu autapdaavte, autotevao, autnavao, autnöteevao. 
11976	R Those with education and experience should definitely apply for open jobs for which they are well qualified.	R Koulutusta ja kokemusta omaavien pitäisi ilman muuta hakea avoinna oleviin työpaikkoihin, joihin heillä on hyvät edellytykset.	G Padav a davofi öfva piitif ejli tua seek intu na oupva oova tölosi, tu kosi häsi oof hava ednidsi. 
11977	R There should be more consumer education to guide the market economy towards sustainable production and consumption.	R Kuluttajavalistusta pitäisi olla lisää ohjaamaan kestävään tuotantoon ja kulutukseen markkinataloutta.	G Tetoriipjo katdafa piitif oo pir for tudiir ögvova toote a teroriipte forfärosta. 
11978	When a buys from b, b can afford to buy from c or a and the chain can continue.	R Kun a ostaa b:ltä, b:llä on varaa ostaa c:ltä tai a:lta ja ketju voi jatkua.	G Na a ääf ut b, vy b oo res ääf ut c taj ut a a siviring voo autpirtuu. 
11979	R When people are activated, it increases activity and more ideas and jobs begin to emerge.	R Kun ihmiset saadaan aktivoitua, niin se lisää toimeliaisuutta ja ideoita alkaa syntyä lisää ja työpaikkoja.	G Na mämsi aafta autsitee, itli it piir otevao a ideasi nöö nöee pir a tölosi. 
11980	R When everyone has a job, even those with disabilities, society is better able to pay for social spending.	R Kun kaikilla on työpaikka, vajaakuntoisillakin, niin yhteiskunta pystyy kustantamaan paremmin sosiaalimenot.	G Na ki oof tölo, alfulvostava a, itli visoslo votee rovpaa hapirli sosrovripsi. 
11981	R Just as there are gyms, there could be idea gyms.	R Kuten on kuntosaleja, voisi olla ideasaleja.	G Li oo vostatoliksi, vooif oo ideatoliksi. 
11982	R Go through the keywords from the 90,000 Finnish words in alphabetical order and find an idea there.	R Käydä avainsanoja läpi 90000:sta suomen kielen sanasta lopusta päin aakkosjärjestyksessä ja löytää sieltä idea.	G Tuu inli lukvosasi ut 90000 finvos sasi ut ön dirtu in a-öjär a kees itel idea. 
11983	R You can save on transportation costs by using carpooling and traveling as much as possible by foot or bike.	R Liikennemenoissa voi säästää, kun käyttää kimppakyytejä ja kulkee mahdollisimman paljon jalan tai pyörällä.	G In tustarovripsi voo ropaoo, na teoo sivirotutsi a tuut vostli piri tuveli taj vy durauvo. 
11984	R Increase learning by doing and independent study when there is good learning material.	R Lisätä tekemällä oppimista ja omatoimista opiskelua, kun on hyvä oppimateriaali.	G Pirpaa vy tee daavte a autoteva apdav, na oo hava davmo. 
11985	R More inspiration!	R Lisää virikkeitä!	G Pir foryssi!
11986	R Read a lot, get information, reflect.	R Lue paljon, hanki tietoja, pohdiskele.	G Riik ja piri, foraaf ja öbdasi, siöbsoo. 
11987	R List all possible undone work.	R Luetellaan kaikki mahdollinen tekemätön työ.	G Siutriikta ki vova tee-ejva tö. 
11988	R It is advisable to study science, languages and mathematics on your own.	R Luonnontieteellisiä asioita, kieliä ja matematiikkaa kannattaa itseopiskella.	G Biolodäva sosi, vossi a risoda rogöö autapdaav. 
11989	R Trusts and encourages even the long-term unemployed.	R Luottaa pitkäaikaistyöttömiinkin ja kannustaa heitä.	G Uscuu ali tu lunotöafejjosi a gövyy häsi. 
11990	Stages of creative problem solving.	R Luovan ongelmanratkaisun vaiheet.	G Novteeva onggnoote feisnosi. 
11991	R New needs and demand for them must be found.	R Löydettävä uusia tarpeita ja niille kysyntää.	G Piit kees novva nidsi a for itsi konid. 
11992	R Finds related goods for goods and sees what is related to what.	R Löytää hyödykkeille liitännäishyödykkeitä ja katsoa, mikä liittyy mihinkin.	G Kees for görotosi rupaogörotosi a kaa, ko rutuu kointu a. 
11993	R Extensive use of modeling and simulation in process design and optimization.	R Mallintamisen ja simuloinnin laajahyödyntäminen prosessisuunnittelussa ja optimoinnissa.	G Likatoote a liretekaate leileiva tegöroote in tötuo kasoote a hastvostaate. 
11994	R It would be a good idea to increase the use of berries in your diet.	R Marjojen käyttöä kannattaisi lisätä ruokavaliossa.	G Bersi teo rogööif pirpaa in emvaoto. 
11995	R The market economy alone is not capable of guiding employment, but better guidance from civil society is needed to create jobs.	R Markkinatalous ei kykene yksin ohjaamaan työllistymistä, vaan tarvitaan parempi kansalaisyhteiskunnan ohjailu työpaikkojen luomiseksi.	G Forfärosta ej votee isvi tudiir auttöaafte, mut niidta hapir hyjjovisoslo situdiirte for tölosi novte. 
11996	R The market economy should be more controlled because there are boom and bust periods and we are dependent on continuous economic growth.	R Markkinatalous pitäisi olla ohjatumpaa, koska on nousu- ja laskukausia ja ollaan riippuvaisia jatkuvasta taloudellisesta kasvusta.	G Forfärosta piitif oo pir tudiiren, kona oo yylte- a lyolimnosi a oota obhängva pirtuuva rostava piirte. 
11997	R Mass production has the advantage of lower cost.	R Massatuotannolla on etuna halvempi hinta.	G Mastoote oof li edro lyrovpir rovri. 
11998	R We should come up with areas for development.	R Meidän pitäisi keksiä kehittämisen kohteita.	G Ajsi piitif ideavoo deevte obösi. 
11999	R Go and come and work!	R Mene ja tule tekemään työtä!	G Tuu ja a uut ja töö!
12000	R New products and operating models in the forest industry.	R Metsäteollisuuden uudet tuotteet ja toimintamallit.	G Pultolövao novva tosi a oteelikatosi. 
12001	R It is worth using a mind map to process and visualize things.	R Miellekarttaa kannattaa käyttää asioiden käsittelyssä ja hahmottamisessa.	G Mikakaloto rogöö teoo in sosi cutee a vohokauu. 
12002	A web of associations, everything is connected to everything in some way or at least indirectly.	R Mielleyhtymäverkko, kaikki liittyy kaikkeen jollakin tavalla tai ainakin välillisesti.	G Mivionet, ki rutuu tu ki vy ö lio taj ripstli vällili. 
12003	R By thinking about all the other uses a product or service could be used for, new markets and applications can be found for the commodity.	R Miettimällä mihin kaikkeen muuhun jotakin tuotetta tai palvelua voitaisiin vielä käyttää, voidaan löytää hyödykkeelle uusia markkinoita, käyttökohteita.	G Vy tesoo kofor ki tua ö to taj seerte vooifta pirnen teoo, voota kees for göroto novva forfäsi, teo-obösi. 
12004	R What went wrong, how can we fix it?	R Mikä meni pieleen, miten parannellaan?	G Ko tuuen tarli, koli sihapiirta?
12005	R What are our strengths, what could we export abroad and where could we increase exports?	R Mikä on vahvuutemme, mitä voisimme viedä ulkomaille ja missä voisimme lisätä vientiä.	G Ko oo ajsiof povovao, ko ajsi vooif gaa le nihylsi a koin ajsi vooif pirpaa niga. 
12006	R A mini biorefinery where one could experiment with the separation and processing of useful chemicals, and the development of chemical products and biomaterials.	R Minibiojalostamo, jossa voisi kokeilla hyödyllisten kemikaalien erottamista, prosessointia, kemikaalituotteiden ja biomateriaalien kehitystä.	G Ipbioväpiirlö, koin vooif sivotraa görova kemmosi erurpaate, tötuute, kemmotosi a biotomosi dev. 
12007	R Mini factories where you can learn and try out different manufacturing methods and processes and also produce batches for test marketing.	R Minitehtaita, jossa voi opetella ja kokeilla erilaisia valmistusmenetelmiä ja prosesseja ja myös tuottaa eriä koemarkkinointiin.	G Iptolösi, koin voo siapdaav a sivotraa erva tooculitesi a tötuosi a ali too sioiksi intu votraforfääte. 
12008	R Whatever you do, do it properly.	R Minkä teet, tee se kunnolla.	G Ko ja tee, tee ja it hastali. 
12009	R How to invest, invest, spend that reflects back as greater benefit to yourself.	R Miten panostaa, sijoittaa, kuluttaa että heijastuu takaisin suurempana hyötynä itselle.	G Koli hastpaa, roforpaa, teroriip syt autrekaa retu li pipir göro for aut. 
12010	R The more things and participants there are, the more things can be combined into new connections and by transferring ideas from one field to another, more ideas can be obtained.	R Mitä enemmän asioita ja osallistujia, sitä enemmän voidaan yhdistellä asioita uusiin yhteyksiin ja siirtämällä ideoita alalta toiselle saadaan lisää ideoita.	G Ko pir sosi a ikaapjosi, it pir voota sivipaa sosi intu novva viosi a vy telouu ideasi el leiob le tua aafta pir ideasi. 
12011	The more shops, the more jobs and income.	R Mitä enemmän kauppoja sitä enemmän työtä ja tuloa.	G Ko pir fäfsi it pir tö a utrov. 
12012	R The more participants there are, the more valuable this will be classified by search robots and the more visibility it will gain.	R Mitä enemmän osallistujia tulee, sitä enemmän hakurobotit luokittelevat tämän arvokkaammaksi ja se saa näkyvyyttä.	G Ko pir ikaapjosi uut, it pir seektevöjosi paersioo tä ropir a it aaf autkavao. 
12013	R What already exists, what does not?	R Mitä jo on, mitä ei ole?	G Ko ripnen oo, ko ej oo?
12014	R What could be done?	R Mitä kaikkea voisi tehdä.	G Ko ki vooif tee. 
12015	R What would you buy, what else would you spend money on if you could afford it, needs can also be found that way.	R Mitä ostaisit, mihin vielä käyttäisit rahaa, jos sinulla olisi varaa, niinkin voidaan löytää tarpeita.	G Ko ja ääfif, kofor pirnen ja teooif rov, if ja ritsoofif, ali itli voota kees nidsi. 
12016	R What is missing, what problems need solutions, provides topics for product and service development.	R Mitä puuttuu, mihin ongelmiin kaivataan ratkaisuja, antaa aiheita tuote- ja palvelukehitykseen.	G Ko ejofrii, kofor ongsi pirniidta gnosi, faa obsosi intu to- a seertedev. 
12017	R What is being imported from abroad that could be produced profitably in Finland would increase self-sufficiency and increase independence from foreign trade?	R Mitä sellaista tuodaan ulkomailta, jota Suomessa voisi valmistaa kannattavasti lisäisi omavaraisuutta ja lisäisi riippumattomuutta ulkomaankaupasta.	G Ko itva aagta el nihylsi, ko in Finlo vooif too rogöli pirpaaif autresrovao a pirpaaif obhängejvao ut nihylfäf. 
12018	R What would you do if you had the power to decide.	R Mitä tekisit, jos sinulla olisi valta päättää.	G Ko ja teeif, if ja oofif pö päät. 
12019	R What more can be done to improve the health, civic fitness and competence of citizens? How can current operating models be improved?	R Mitä vielä voidaan tehdä kansalaisten terveydentilan, kansalaiskunnon ja osaamisen kohottamiseksi? Miten parannellaan nykyisiä toimintamalleja?	G Ko pirnen voota tee for hyjjosi tersta, hyjjovosta a davoote teipyyl? Koli sihapiirta nenna oteelikatosi?
12020	R The less we need to import from abroad, the less export revenue we need.	R Mitä vähemmän tarvitsisi tuoda ulkomailta, sitä vähemmän tarvittaisiin vientituloja.	G Ko rip niidif aag el nihylsi, it rip niidifta nigautrovsi. 
12021	Many products and services require long-term development to become competitive.	R Monet tuotteet ja palvelut vaativat pitkäaikaista kehittelyä, että niistä tulee kilpailukykyisiä.	G Si tosi a seertesi teniid lunova sideevte, syt itsi muu vintravoteva. 
12022	R Many best-selling products have been created as a result of long-term research and development work.	R Moni myyvä tuote on saatu aikaan pitkäjänteisen tutkimus- ja kehitystyön tuloksena.	G Si fääva to oota tonoaafen li utro luroupevva daka- a devtö. 
12023	R Many people can get a job through good relationships.	R Moni voi saada työpaikan hyvien suhteiden kautta.	G Si voo aaf tölo intuni hava vicusi. 
12024	R You need to get a suitable group together, because it is often more difficult to try alone.	R Mukaan on saatava sopiva ryhmä, koska yksin on monesti hankalampi yrittää.	G Tuvi piit aaf soopva iksiosi, syfor isvi oo sina ongvopir traa. 
12025	R Depending on the many discussants and views, the result can be good or bad.	R Mukaan runsaasti keskustelijoita ja näkemyksiä, tulos voi olla hyvä tai huono.	G Tuvi siri visasaajosi a kamicusi, utro voo oo hava taj ahvova. 
12026	R Others evaluate the feasibility and reasonableness of ideas and improve them.	R Muut arvioivat ideoiden toteuttamiskelpoisuuden, järkevyyden ja parantelevat niitä.	G Tuasi rokaa ideasi riltevovao, visvao a sihapiir itsi. 
12027	R Cottage in the country and surrounded by a vegetable garden.	R Mökki maalla ja sen ympärillä kasvimaa, puutarha.	G Iptol la nuatlo a raula it epmol, tolsieplo. 
12028	R Let's sleep overnight and see what ideas come up by morning or sometimes on other nights or days.	R Nukutaan yön yli ja katsotaan mitä ideoita aamuun mennessä tulee tai joskus muina öinä tai päivinä.	G Nuukta ylli nat a kaata ko ideasi tu entan tuno uut taj ösina tuasi natsi taj tansi. 
