VosaFrequency	Vosa	English	Finnish
17515	reiliva	downright; outright	suoranainen
17524	kade dekalosi	backstage; behind the scenes	kulissien takana
17526	önnuukte	awakening	herääminen
17529	pösaa termo	prescribe; prescribe medicine	määrätä lääke
17531	ylofravao	greed; avidity; greediness; covetousness; avarice; cupidity	ahneus
17533	siutkliir	sparkle	säihkyä
17539	auturoboo	abstain; refrain	pidättäytyä
17539	siresa	refrain	hokema
17539	uroboo	refrain; abstain	pidättyä
17542	tuvööjo	motorist; automobilist	autoilija
17545	bönsutvo	firearm	tuliase
17545	sutsipvo	firearm	ampuma-ase
17552	ösinava	intermittent	ajoittainen
17563	dahidcuova	covert; furtive; secretive; sneaky	salamyhkäinen; salavihkainen
17564	dipouplo	crater	kraatteri
17571	doolen	unloaded	purettu
17571	ideva	ideological	aatteellinen; ideologinen
17571	ivaapen	disassembled; dismantled	purettu
17571	kääpen	unpacked	purettu
17571	kölkaideva	ideological	maailmankatsomuksellinen
17571	looten	demolished	purettu
17574	nihylpögöte	foreign policy	ulkopolitiikka
17574	reumruevret	rheumatic; rheumatoid; rheumatoid arthritis	reuma-; reuma; nivelreuma
17576	nöelo	birthplace; place of birth	synnyinsija; syntymäpaikka
17577	hemonituu	bleed	vuotaa verta
17578	rili	quantified; quantitatively	määrällisesti
17586	kauksjo	Caucasian	kaukasialainen
17590	gudavro	doctorate; doctor's degree	tohtorinarvo
17594	slovenjo	Slovenian	sloveeni
17596	vicusisoklirap	showdown	välienselvittely
17599	enenma	ancestor; forebear; forefather	esi-isä
17599	enenmam	ancestor	esivanhempi
17603	autönaaf	redound; accrue; be due to; incur	koitua
17609	usratafva	canonical	kanoninen
17612	uusjo	believer; devout	uskovainen
17616	nopvisteeva	inventive; witty; nimble; jesting; ingenious; brainy; agile; nifty	sukkela
17619	herkäkotsif	peacock	riikinkukko
17633	davlösi	academies	akatemiat
17634	siylöbhasaa	shoot a line; vaunt; swash; gasconade; brag; boast; tout	kerskailla
17637	lite-	imitation; pretended	teko-
17637	reliteete	imitation; traducement	jäljittely
17637	reliteob	imitation	jäljitelmä
17640	neraova	sanguine; wishful; hopeful	toiveikas
17640	neraritsva	hopeful	toivorikas
17640	ylcepöjärjo	police sergeant	ylikonstaapeli
17641	tolooste	fitment; fitments; furnishing	kalustus
17642	alnulli	negatively	negatiivisesti
17645	pinep	spinach	pinaatti
17647	rovmuo	liquidation	likvidointi
17647	soklirapsta	liquidation	selvitystila
17648	edoojo	predecessor	edeltäjä
17649	ejofrina	in the absence of	puuttuessa
17656	hanidrivao	sufficiency; adequacy	riittävyys
17666	lapopesipsio	cavalry	ratsuväki
17669	pätpö	decision-making power; quorum	päätösvalta
17676	pöloaapen	conquered	valloitti
17686	fävisem	prostitution	prostituutio
17686	vosafejva	unendurable; insufferable; intolerable; unbearable	sietämätön
17687	muslimustol	mosque	moskeija
17689	noprauvö	sling; centrifuge; extractor	linko; sentrifugi
17692	hajoejli	horribly; terribly	jumalattomasti
17692	hirobli	terribly	hirmuisesti
17693	joosli	flexibly	joustavasti
17693	paverov	earnest	käsiraha
17708	tudiirvao	conductivity	johtavuus
17713	autylstloote	climax; culmination; climactic	huipentuma
17714	parääjte	blending; shuffling	sekoittaminen
17715	önejli	endlessly; interminably	loppumattomasti; loputtomasti; päättömästi
17716	siknitinlipaa	weave	pujotella
17716	viiv	twine; interweave; intertwine; braid; weave	kutoa; punoa
17721	ylnopri	overspeed; speeding	ylinopeus
17722	afmä	creditor	saamamies
17724	ahofapa	pardon; remission; absolution	synninpäästö
17732	rovlötörojo	teller; bank clerk	pankkivirkailija
17736	biovotraik	biopsy	biopsia
17738	hitvat	veil; wimple	huntu
17738	katvaat	veil	verhota
17739	aröbsaa	bleat; nag; peck	mäkättää; motkottaa; jurnuttaa
17739	lisisaa	peck; persist	jankuttaa; jankata
17739	pikvee	peck	nokkia
17747	vuvodevo	rudder; tiller; helm	peräsin; ruori
17747	vuvodevorauto	helm	ruoriratas
17756	rokaajo	appraiser; assessor; evaluator; valuer	arvioija
17760	haforejkojo	reprobate; wastrel; waster; scamp; never-do-well; loafer; layabout; hustler; careless fellow; bum; scallywag	hulttio
17763	urevmo	secretion	erite
17763	urevmoote	secretion	eritys
17765	erlipaavo	separator	separaattori
17765	erurpaavo	delimiter; isolator; separator	erotin
17766	honreek	insult	loukata
17766	mirek	affront; insult	loukkaus
17766	nohpilk	insult	herja
17766	nohteete	defamation; insult	häpäisy
17766	tenoh	affront; insult; opprobrium	häväistys
17769	termuuen	cured; healed	parattu; parannettu
17784	eihlaokämoto	pastel	pastelli
17787	erderiiv	differentiate	derivoida
17787	paervaa	differentiate	erilaistaa
17790	rotuurenejva	uninsured	vakuuttamaton
17792	pyhtutuujo	pilgrim	pyhiinvaeltaja
17795	silidakaavova	ambiguous	monitulkintainen
17799	talorovao	solvency	vakavaraisuus
17800	enöbda	instinct	vaisto
17801	dipdiplo	ravine; gulch; gorge	rotko
17801	eolivote-eo	business life	elinkeinoelämä
17801	pieem	glut; gorge; guzzle; put away	ahmia
17802	ratmivao	righteousness; right-mindedness	oikeamielisyys
17802	ushavao	righteousness	vanhurskaus
17803	redjeljur	carrot	porkkana
17804	sidcuuva	discriminating; discriminative; discriminatory	syrjivä
17805	inliautkaaejva	nontransparent; opaque	läpinäkymätön
17808	sivammol	archipelago	saaristo
17809	in kabönsi	aflame; flamed; flaming; inflames	liekeissä
17812	tu ultst	to the utmost	äärimmilleen
17815	ipmae	grub; larva; larval; maggot; caterpillar	toukka; toukka-
17815	pihupegipmae	caterpillar	perhosentoukka
17815	poganauhvö	caterpillar	katerpillari
17819	novlibiit	chew; ruminate	märehtiä
17819	sibiit	chew; masticate	pureksia; pureskella
17819	ylstla	uppermost	päällimmäisenä
17820	tiakpu	teak	tiikki
17823	nuliskaloto	bitmap	bittikartta
17824	päahfiret	migraine	migreeni
17829	novliva	a new kind of	uudenlainen
17838	methanmo	methane	metaani
17839	seekvö	pager	hakulaite
17843	piva kirkasi	capitals; upper case	isot kirjaimet
17844	hastavao	civility; correctness; decency; decorum; propriety; respectability; tact	säädyllisyys
17844	ratlivao	correctness	oikeellisuus
17845	kiel	from everywhere	kaikkialta
17846	dekaob	implication; sanction	seuraamus
17847	tymäsh	pap	mössö
17849	siheutäärvö	shaker	ravistin
17850	nöeloojosi	natives	alkuasukkaat
17856	ulfätipva	corpulent; strurdy; dumpy; stout	tanakka
17861	dipst	deepest	syvin
17861	vuokuk	anemone	vuokko
17865	fulvisva	sane	täysijärkinen; täysjärkinen
17865	hosoterva	sane; mentally healthy	terve henkisesti
17866	auttöönlo	turnaround	kääntymispaikka
17870	lodiir-	navigational	navigointi-
17876	tukauurte	fading	häipyminen
17882	mitefouu	persuade	taivuttaa
17882	simitefouu	persuade	taivutella
17882	sitehafatuu	persuade; wheedle	maanitella; suostutella
17882	tehafatuu	persuade	suostuttaa
17887	ylpiprisooen	oversized	ylimitoitettu
17889	bajvijo	sibling	sisarus
17894	nohysli	ashamed; shamed	häpeissään
17895	intu fetuvö	to the train	junaan
17895	pöouvkaadjo	doorkeeper; gatekeeper; concierge	portinvartija
17897	gormämpe	gorilla	gorilla
17900	in bön	afire; on fire	tulessa
17906	uulejva	unabridged	lyhentämätön
17909	öndot	endpoint; final point; terminal point	päätepiste
17910	katajpup	juniper; juniper tree	kataja
17911	duteete	repetition	toistaminen
17914	pareryytmva	synchronic; synchronous	synkroninen
17917	emlo	canteen; refectory; place to eat; lunch-room; cafeteria; eatery; lunchroom	ruokala; ruokapaikka
17917	kupvemlo	cafeteria	kuppila
17920	sihiekamlo	dune	dyyni
17924	balejvao	homelessness	kodittomuus
17924	eloejvao	homelessness	asunnottomuus
17929	ringrek	blowout	rengasrikko
17934	autkeii	tumble	kellistyä
17934	sadlytuu	tumble	rojahtaa
17937	obkakaa	stare	kytätä
17937	situobkaa	stare	tuijotella
17937	tuobkaate	gazing; stare	tuijotus
17939	nuämvao	missy	misseys
17941	veivkau	waveform	aaltomuoto
17944	krosposvao	inconsistency; contradiction; incongruity	ristiriitaisuus
17944	sipjoli	militarily	sotilaallisesti
17945	katkliirte	flair; luminescence	hohto; luminesenssi
17946	moHe	helium	helium
17948	fainkali	wonderfully	ihanasti
17948	voejhäpli	terrifically; wondrously; wonderfully; superbly; miraculously; marvelously; marvellously; wondrous	ihmeellisesti
17950	avo	plough; plow	aura
17954	utnöeva	inborn; innate; congenital	synnynnäinen
17956	isvivao	aloneness; loneliness; seclusion; singleness	yksinäisyys
17962	tenooven	reformed	uudistettu
17963	cufaa	condone; deign; tolerate	suvaita
17964	vöjo-	robotic	robotti-
17966	itresli	in case of it; lest	siltä varalta
17970	tinlaoev sierurpaate	dialysis	dialyysi
17974	lymol	lowland; lowland area; low-lying land	alamaa; alanko
17976	kavkada	aesthetics; esthetic; esthetics	estetiikka
17976	kavkavao	aesthetics	esteettisyys
17978	tobeepjo	smoker	tupakoija; tupakoitsija
17979	havaova	benign; high quality; good quality; benignant	hyvänlaatuinen; laadukas; hyvälaatuinen
17988	öösenejva	unforgettable	unohtumaton
17989	ispuves	flat-bottom rowboat; punt	ruuhi
17989	pistiik	punt	sauvoa
17990	tymo	silt; sludge; slurry	liete
17991	krypt	crypto	krypto
17993	braumuuen	suntanned; tanned	ruskettunut
17995	nityvlo	bunker; pillbox	bunkkeri
17996	sirisoote	multiplication	kertolasku
17998	hevseri	heavyweight	raskassarja
17999	kölylvojovao	world championship	maailmanmestaruus
18003	peupleiloo	graze; pasture	laiduntaa
18006	curavpövao	cruelty; viciousness; ferocity; brutality; atrocity; atrociousness; inhuman treatment	julmuus
18006	hirobte	cruelty; wickedness; inhumanity; atrocity; outrage; brutality	hirmuteko
18007	rovkirpäjo	comptroller	kirjanpitopäällikkö
18010	mormus	Mormon	mormoni
18013	skotjo	Scots; Scotsman	skotlantilainen; skotti
18019	rotuosöto	souvenir	matkamuisto
18022	curivao	proportionality; relativity	suhteellisuus
18025	kurkep	cucumber	kurkku
18027	sostur	social security	sosiaaliturva
18028	ylpösipjo	field marshal; marshal	marsalkka; sotamarsalkka
18033	fisnöehedno	spawning; spawn	kutu
18033	fisnöeheed	spawn	kutea
18039	vamkä	watercolor; watercolour	akvarelli; vesiväri
18040	ejyvtaarken	uncensored	sensuroimaton
18040	le sid	to the side; sideways	sivulle
18045	vy tiftuvö	by taxi	taksilla
18047	vomfapa	effluent	nestepäästö
18051	sorlovao	cheerlessness; sadness	kolkkous
18051	sorvao	sadness; sorrowfulness	surullisuus; murheelisuus; murheellisuus
18053	polariste	polarization	polarisaatio
18063	alustol	crypt	krypta
18069	ahcusaa	carp; nag	nälviä
18069	karpfis	carp	karppi
18073	leilinva	barred; brindled; streaky	juovikas
18075	besroiköfsi	equities; ordinary shares	kantaosakkeet
18078	resiliva	customary	tavanmukainen
18079	tisreili	vertically	pystysuorassa
18087	autkäriipen	faded	haalistunut
18089	hava entan	good morning	huomenta
18090	ögikob	counterpart	vastakappale
18091	vessi	receptacles; utensils	astiat
18095	diodi	diode	diodi
18098	ahharov	indulgence	ane
18098	makfaate	indulgence; indulging; pampering	hemmottelu
18098	miofra nidfuulte	indulgence	mielihalun tyydyttäminen
18099	aloep	aloe	aaloe
18102	mlakva	melted; molten; thawed; unfrozen	sula
18102	temlaaken	melted	sulatettu
18108	issmokut	puff	tuprahdus
18108	issmokuut	puff	tuprahtaa
18108	pohoom	puff	puhista
18108	sitehouu	puff	puuskuttaa
18108	sitesmokuut	puff	tuprutella
18108	smokuut	puff	tupruta
18108	uthouu	puff	puhkua
18113	ejtobeepva	nonsmoker	tupakoimaton
18119	ermarklusa	motto	motto; tunnuslause
18119	häklusa	slogan; shibboleth; motto; catchphrase; catchword	iskulause
18124	vipiik	staple; rivet	niitata; nitoa
18124	vipik	staple; rivet	niitti
18127	hagöahteeva	pitiful; wretched; pitiable; piteous; pathetic; hapless	säälittävä
18130	pavetöjo	handicraftsman; artificer; artisan; artisanal; craftsman; craftsperson	artesaani; käsityöläinen; käsityöläis-
18131	armuute	irritation; exasperation	ärtymys
18131	aryyste	annoyance; irritation; vexation	ärsytys
18136	apkaavoli	optionally	valinnaisesti
18138	rohödavlö	conservatory; academy of music	konservatorio; musiikkiopisto
18139	natmitesio	nightclub; nightspot	yökerho
18142	satoova	fictional	sepitteellinen
18148	si-ipkutpu	grating; grille	säleikkö
18150	durapve	claw	sorkka
18153	pökavatvuvö	flagship	lippulaiva
18161	kaheörsiva	fluffy; frizzled; frizzy; frumpy; furry; tousled	pörröinen
18161	tihheörva	bushy; furry	tuuhea
18171	kavaljerjo	cavalier	kavaljeeri
18171	mike-ejva	carefree; cavalier; insouciant; nonchalant; unfussy; untroubled; blithe	huoleton
18173	klinvaamte	dousing; washout; rinsing; rinse; lavage	huuhtelu
18178	honrooli	respectably; respectfully	kunnioittavasti
18178	öbdatek	information technology	tietotekniikka
18179	unrooven	emeritus	eläkkeellä oleva
18181	pirostava	macroeconomic	makrotaloudellinen
18184	metruo	weld	hitsi
18184	metruu	weald; weld	hitsata
18196	enöbdali	instinctively	vaistonvaraisesti; vaistomaisesti
18199	kapolyvik	erratum; literal error; misprint; typo; typographical error	painovirhe
18199	kirvik	clerical error; typo	kirjoitusvirhe
18200	tediplyo	submersion; embedding; immersion; inlay; sinking	upotus
18201	tehomreek	blow up; detonate; explode	räjäyttää
18204	bersi	berries	marjat
18206	sakpir	happier; luckier	onnellisempi
18206	vy is heiite	in one fell swoop	kertaheitolla
18208	lienoeönjo	mummy	muumio
18212	huveofva	winged; winging	siivekäs
18213	klirpir	brighter	kirkkaampi
18218	ahstteli	botched; loused; marred; ruined; to ruin	pilalla; pilalle
18219	sadaapjo	abductor; catcher; kidnapper; snatcher	sieppaaja; sieppari
18220	momapham	damp	kaivoskaasu
18220	votipva	squishy; clammy; damp; muggy	nihkeä
18221	tervisvao	sanity	tervejärkisyys
18222	ethermo	aether; ether	eetteri
18224	hylväldajo	diplomat; diplomatist	diplomaatti
18225	krosustuo	crusade	ristiretki
18227	kumhö	rumble	kumu
18227	mahevhöö	rumble	kurnia
18227	murhöö	growl; grunt; rumble; snarl	murista
18227	rymhöyys	rumble	rymytä
18227	rymhöö	rumble	rymistä
18228	ermupatudiirvö	inverter	invertteri
18228	sähtuodirvö	inverter	vaihtosuuntain
18232	honvojova	heroic	herooinen; sankarillinen
18233	ysfortee	motivate	motivoida
18233	öfbaltol	private dwelling-house	omakotitalo
18235	velgösio	right wing	oikeisto
18236	sikauu	formulate	formuloida
18238	ratafedtukaajo	assessor	assessori
18238	vyorokaajo	assessor	asessori
18246	dataatjo	pathfinder	tunnustelija
18248	regenva	homogeneous; homogenous	homogeeninen
18250	houglas	windshield; windscreen	tuulilasi
18261	fönep	fern	saniainen
18265	yrsoviikvö	debugger	debuggeri
18268	neafda	lore	perimätieto
18269	la yllitulos	on the bridge	sillalla
18269	rupaova	ancillary	liitännäinen
18271	vhipvooen	whipped	piiskattu
18276	nili	externally; for external use; outwardly	ulkoisesti; ulkonaisesti
18281	autcuva	selfish	itsekäs
18281	autmidva	self-centered; self-centred; egoist; egocentric; selfish	itsekeskeinen; egoisti
18281	autrava	cocky; selfish	itserakas
18285	töifovisopto vilisasooptesi	collective bargaining	työehtosopimusneuvottelut
18291	höevtilhövösi	walkman	korvalappustereot
18292	ipjo	midget; teeny; little one	pikkuinen
18300	fovam	sea water; seawater; saltwater; brine	merivesi
18300	kusmovam	salt water; saltwater; brine	suolavesi
18302	ut London	from London	Lontoosta
18306	herfis	herring	silli
18311	oppiirte	deterioration	heikennys
18315	iprihemoret	anemia	anemia
18316	biitte	biting	pureminen
18316	önpikva	biting	kärjekäs; kärkevä
18317	renavao	concurrence; simultaneity; concurrency; coincidence; co-occurrence	samanaikaisuus
18317	visat	coincidence	yhteensattuma
18321	lytymolva	muddy	mutainen
18321	molvamva	muddy; oozy; sloppy	kurainen; liejuinen; lokainen; rapainen
18326	ballo	domicile	kotipaikka
18330	vadber	raspberry	vadelma; vattu
18340	el dipva	from deep	syvältä
18342	Karello	Karelia	Karjala
18347	pöafva	permissible	luvallinen
18354	vameöönte	drowning	hukkuminen
18355	ejvissava	bullshit	höpö
18355	emikjät sasa	bullshit	paskapuhe
18357	knittooen	spun	kehrätty
18363	varpsif	sparrow	varpunen
18367	dasiosi	datasets	tietojoukot
18369	nikotinmo	nicotine	nikotiini
18371	bajsonsio	brotherhood	veljeskunta
18373	bituurte	milling	jyrsiminen
18374	diplyynen	sinking	uppoamassa; vajoamassa
18374	diplyyva	sinking	uppoava
18374	tesafejli	effortlessly	vaivattomasti
18381	pumehtermo	balm; balsam	balsami
18386	bajsonof son	nephew	veljenpoika
18390	piräjva	chaotic	kaoottinen
18390	pöräjva	chaotic	sekasortoinen
18391	ajsi vokaaen	we saw	näimme
18393	dadiip	familiarize	perehtyä
18394	inlikaedpäsefto	visor	visiiri
18394	kasef	spinner; visor	lippa
18396	duiksähto	transistor	transistori
18398	tevomiklyo	drip	tiputus
18403	risoejva sio	myriad	lukematon joukko
18405	alotuveto	sandal	sandaali
18406	pohieete	rubbing; abrasion	hankaus
18407	ipmämva	childish; naive; puerile; babyish	lapsellinen; naiivi
18409	ejuusjo	disbeliever; unbelieving; unbeliever; skeptical; nonbeliever; disbelieving; incredulous	epäuskoinen
18409	suuva	doubting; questioning; sceptical; skeptic; skeptical; suspicious	epäilevä; skeptinen
18411	sitesööte	recollection; remembrance; reminiscence; reminiscing	muisteleminen; muistelu
18414	ejobkevao	disregard	piittaamattomuus
18415	hängpavo	hanger	ripustin
18419	tödiirmä	foreman	työnjohtaja mies
18427	middavö	central computer; mainframe; mainframe computer	keskustietokone
18433	läkkauutva	glowing	hehkuva
18434	töforfäsi	labor market; job market	työmarkkinat
18435	hemoevtiikte	heartbeat; palpitating; palpitation	sydämentykytys
18435	hemoevtik	heartbeat	sydämenlyönti
18436	miteylluvat	blazer	bleiseri
18437	nökemda	alchemy	alkemia
18438	lindpu	linden	lehmus
18443	köldäli	geographically	maantieteellisesti
18445	aaltva	alternating	vuorotteleva
18447	vohööna	audible	kuultavissa
18447	vohöötava	audible	kuultava
18461	tenöe	begetting; birthing; childbirth; confinement; obstetric; parturition	synnytys; synnytys-
