Vosa	VosaParts	Finsi	Engsi
kahacuva	ka-ha-cu-va	kohtelias	well-mannered; polite; courtly; courteous
kahakeda	ka-ha-ke-da	kosmetiikka	cosmetics
kahakeva	ka-ha-ke-va	kosmeettinen	cosmetic
kahietuo	ka-hie-tuo	sironta	reradiation
kahirfii	ka-hir-fii	ällistyttää	appall; astound; flabbergast; stun
kahirfio	ka-hir-fi-o	ällistys	amazement
kahötosi	ka-hö-to-si	videot	videos
kaklinli	ka-klin-li	siististi	cleanly; neatly; tidily
kaklinva	ka-klin-va	siisti	clean; neat; tidy
kakvaäng	ka-kva-äng	ruutu	diamond; square; rectangle; screen
kalkutem	kal-ku-tem	leikkele	cold cut
kalmfiis	kalm-fiis	pilkkiä	ice-fish
kalmkayv	kalm-ka-yv	jääpeite	icecap
kalmmöyl	kalm-möyl	jäävuori	iceberg
kalmunmä	kalm-un-mä	pakkasukko	frosty man
kalotoda	ka-lo-to-da	kartografia	cartography
kalotosi	ka-lo-to-si	kartat	maps
kalpävao	kal-pä-va-o	kylmäpäisyys	aplomb
kalrumva	kal-rum-va	jähmeä	solid; stiff
kaltolik	kal-tol-ik	kylmiö	cold room
kaltseel	kal-tseel	hyydyttää	coagulate
kalvinus	kalvin-us	kalvinisti	Calvinist
kamalvol	kam-al-vol	kivijalka	stone foundation
kamhievö	kam-hie-vö	smirgeli	emery
kamicuva	ka-mi-cu-va	näkemyksellinen	intuitive
kamkamva	kam-kam-va	kivikova	flinty
kamleito	kam-lei-to	kovalevy	hardboard
kamlimno	kam-lim-no	kivikausi	Stone Age
kammethö	kam-met-hö	kolina	clank; rattle; clinking; clatter
kammovam	kam-mo-vam	kivennäisvesi; mineraalivesi	mineral water; minerl water
kammovul	kam-mo-vul	mineraalivilla	mineral wool
kammuova	kam-mu-o-va	fossiilinen	fossil
kammuuen	kam-muu-en	kivettynyt	petrified
kamporek	kam-po-rek	sepeli	crushed stone; macadam
kamsakva	kam-sak-va	kovaonninen	unlucky
kamtolik	kam-tol-ik	kammio	room; chamber; chambered
kamvahät	kam-va-hät	knalli	bowler; bowler hat; derby; plug hat
kanilkva	ka-nilk-va	sottuinen; suttuinen	scrappy; scruffy; slovenly
kantfung	kant-fung	kantarelli; kanttarelli	chanterelle
kapatoda	ka-pa-to-da	ornamentiikka	ornamentation
kapatova	ka-pa-to-va	koristeellinen	ornate; decorative; ornamental; ornamented
kapfritö	kap-fri-tö	taksvärkki	collected voluntary work
kapiirte	ka-piir-te	kaunistus	embellishment
kapiirto	ka-piir-to	ehoste	makeup
kareejen	kar-eej-en	lannistettu	discouraged; overwhelmed
kareejte	kar-eej-te	lannistus	discouragement
karmitee	kar-mi-tee	kehdata; saattaa	dare; not be ashamed
karpeejo	kar-pee-jo	kesyttäjä	tamer
kasaaden	ka-saad-en	yllättynyt	surprised
kasasali	ka-sa-sa-li	kaunopuheisesti	eloquently
kasasava	ka-sa-sa-va	kaunopuheinen	eloquent
kasefhät	ka-sef-hät	lippalakki; lippis	cap
kasgliuu	kas-gli-uu	lipsahtaa	slip
kasikros	kas-ik-ros	hila	grid; lattice; grating; gate
kasiööte	ka-si-öö-te	digitalisaatio; digitalisointi; numerointi	digitization; numbering; numeration
kaslufjo	kas-luf-jo	evakko	evacuee
kasoonen	ka-soo-nen	suunnitteilla	are planning
kasotova	ka-so-to-va	suunnitelmallinen	methodical; organized
kasrekli	kas-rek-li	tapaturmaisesti	accidentally
katajpup	kataj-pup	kataja	juniper; juniper tree
katdafaa	kat-da-faa	valistaa	educate; enlighten
katdiodi	kat-dio-di	hohtodiodi; ledi; valodiodi	photodiode; led; light emitting diode
katee-en	ka-tee-en	piirretty; piirsi	drawn; drew; plotted
katfaate	kat-faa-te	valotus	exposure
katiikte	kat-iik-te	säteily; emissio	glowing; radiance; radiation; emission
katiikva	kat-iik-va	säteilevä	beaming; emitting; radiant; radiating; radiative
katiikvo	kat-iik-vo	säteilijä	emitter
katkkräb	katk-kräb	katkarapu	prawn; shrimp
katkliir	kat-kliir	hohtaa; paistaa	shimmer; shine
katkäpir	kat-kä-pir	vaaleampi	lighter
katkävao	kat-kä-va-o	vaaleus	lightness
katocute	ka-to-cu-te	kuvankäsittely	graphics
katolili	ka-to-li-li	kuvallisesti	pictorially
katoliva	ka-to-li-va	kuvallinen	illustrated; pictorial; figurative
katopapr	ka-to-papr	kuvalehti	pictorial
katopöap	ka-to-pö-ap	kuvankaappaus; kuvakaappaus	image capture; screenshot
katoseri	ka-to-se-ri	kuvasarja	image set
katotorv	ka-to-torv	kuvaputki	picture tube
katoviap	ka-to-vi-ap	albumi; kansio	album
katsieet	kat-si-eet	lekotella auringossa	bask
katuokat	ka-tuo-kat	ajovalo	headlight
katuu yr	ka-tuu yr	ajaa pois	drive away
katuvosi	ka-tu-vo-si	ajoneuvot	conveyance; vehicles
katvatsi	kat-vat-si	verhot	curtains; draperies; drapes
katyyvte	kat-yyv-te	varjostus	shading; shadowing
katyyvvo	kat-yyv-vo	varjostin	shade
kaudavva	kau-dav-va	morfologinen	morphological
kaukaate	kau-kaa-te	kuviointi	pattern; patterning
kaukavto	kau-kav-to	patsas	statue
kaukutto	kau-kut-to	veistos	statue; sculpture
kaukuttö	kau-kut-tö	veisto	carpentry; woodwork
kaulkauv	kaul-kauv	kaareva ikkuna; kaari-ikkuna	arched window
kaulmark	kaul-mark	sulje	bracket
kaumnipä	kaum-ni-pä	kallionkieleke	ledge; crag
kaumobäg	kau-mo-bäg	muovikassi; muovipussi	carrier bag; plastic bag
kaumuuen	kau-muu-en	muokattu	edited; modified; redacted
kaumuuli	kau-muu-li	muokkaamalla	modifying
kaumuute	kau-muu-te	editointi; muokkaus	editing
kaumuuvo	kau-muu-vo	muokkaaja; muokkain	editor; adapter
kaumuuvö	kau-muu-vö	editori	editor
kaumuvao	kau-mu-va-o	plastisuus	plasticity
kaurbiit	ka-ur-biit	näykkiä	nibble
kausafio	kau-sa-fi-o	lyriikka	lyric; lyric poetry
kausavao	kau-sa-va-o	runollisuus	poetry
kauteete	kau-tee-te	muodostaminen	forming; formation
kautsapo	ka-ut-sa-po	ilmaisuvoima	power of expression
kautsavö	ka-ut-sa-vö	ilmaisin	sensor; tell-tale; telltale; indicator; detector; sensing element
kauur ja	ka-uur ja	häivy	get lost; get off
kauutkau	ka-uut-kau	ilmenemismuoto	manifestation
kauutvao	ka-uut-va-o	esiintyvyys	incidence
kauvofva	kauv-of-va	ikkunallinen	windowed
kauvopaa	kau-vo-paa	valaa	cast; infuse; mold
kauvopao	kau-vo-pa-o	valos	cast; casting
kauvoves	kau-vo-ves	vuoka	casserole
kaviarem	kaviar-em	kaviaari	caviar
kavkavao	kav-ka-va-o	esteettisyys	aesthetics
kavomhom	ka-vom-hom	sumu	fog; mist; haze
kavtolik	kav-tol-ik	taidegalleria	art gallery; gallery
kayvejva	ka-yv-ej-va	paljas	naked; bald; stark; unsheathed; denuded; bare; barren; mere
kayvpail	ka-yv-pa-il	auma	stacks
kayyrnen	ka-yyr-nen	kadoksissa	missing
kediirjo	ke-diir-jo	toimitusjohtaja	CEO; Executive Officer; managing director
keertölo	keer-tö-lo	verstas	repair shop
keihmova	keih-mo-va	sorainen	gravelly
keipeöön	kei-pe-öön	kaataa riistaa	bring down game; shoot down
keiretjo	kei-ret-jo	epileptikko	epileptic
keiretva	kei-ret-va	epileptinen	epileptic
keisarjo	keisar-jo	keisari	emperor; Caesarian; caesar
keisarva	keisar-va	keisarillinen	imperial; regal; royal
keisaräm	keisar-äm	keisarinna	empress
keriikte	ker-iik-te	paikkaus	patching
ki jänna	ki jä-n-na	joka vuosi	every year; each year
ki tanna	ki tan-na	joka päivä	every day
kielokuk	kielo-kuk	kielo	lily of the valley
kikadpeg	ki-kad-peg	kaskas; laulukaskas	cicada
kikinoli	ki-ki-no-li	iankaikkisesti	forever
kikinova	ki-ki-no-va	iankaikkinen	eternal; everlasting
kiofulli	kio-ful-li	totaalisesti	totally
kiofulva	kio-ful-va	totaalinen	total
kioofvao	kio-of-va-o	kattavuus	coverage
kiorovat	kio-ro-vat	kokopuku	overalls; suit
kiosumri	kio-sum-ri	kokonaissumma	total
kiotantö	kio-tan-tö	kokopäivätyö	full time job; full-time job
kiotoote	kio-too-te	kokonaistuotanto	aggregate output
kiovaoli	kio-va-o-li	kokonaisuutena	on the whole
kireeken	ki-reek-en	tuhottu	destroyed
kireekjo	ki-reek-jo	tuhoaja	devastator; wrecker; ravager; destructor; destroyer; annihilator; ruiner
kireekte	ki-reek-te	tuhoaminen	annihilation; destruction; extermination; wrecking
kireksta	ki-rek-sta	katastrofi	catastrophe; disaster
kirkaate	kir-kaa-te	tekstaus	lettering; printing
kirkakau	kir-ka-kau	fontti	font
kirkamuu	kir-ka-muu	litteroida	transcribe
kirkapaa	kir-ka-paa	latoa	typeset
kirvisva	kir-vis-va	kirjaviisas	bookish
kirvosva	kir-vos-va	kirjakielinen	well-written; literary
kithövjo	kit-höv-jo	kitaristi	guitarist
kitilmäm	ki-til-mäm	humanoidi	humanoid
kitilojo	ki-til-o-jo	avaruusolento	extraterrestrial
kitilvao	ki-til-va-o	kosmos	cosmos
kitilöik	ki-til-ö-ik	meteori	meteor
kivioote	ki-vi-oo-te	koostumus	composition
kleimova	klei-mo-va	savinen	clayey; earthen
kliinteo	kliin-te-o	sanitaatio	sanitation
klinhiee	klin-hiee	kuurata	scrub
klinkiir	klin-kiir	puhtaaksikirjoittaa	write clean
klinvaam	klin-vaam	huuhdella; viruttaa	flush; rinse
klirdali	klir-da-li	ilmeisesti	obviously; patently; evidently; apparently
klirdava	klir-da-va	evidentti; ilmeinen	evident; manifest; obvious; patent; plain; visible; apparent
klirlodä	klir-lo-dä	tähtitiede	astronomy
klirloip	klir-lo-ip	tähtönen	starlet
klirobte	klir-ob-te	raivaus	clearing
klirtiik	klir-tiik	väikkyä	shimmer
klitorev	klitor-ev	häpykieli	clitoris
knitblus	knit-blus	jumpperi; neulepusero	jumper
knitejva	knit-ej-va	langaton	wireless
knitkeer	knit-keer	parsia	darn
knitknot	knit-knot	hapsu	fringe
knitkoil	knit-koil	lankakerä	ball of wool; ball of yarn
knitrauu	knit-rauu	keriä	coil; wind
knitreek	knit-reek	raastaa	grate
knitrool	knit-rool	puolata	spool
knitviva	knit-vi-va	langallinen	hardwired; wired
knivehuk	kni-ve-huk	kyykky; kyykkä	squat
knoteöön	knot-e-öön	hirttää	hang
knotiplo	knot-ip-lo	solmukohta	nodal point
knotring	knot-ring	silmukka	loop; eyelet
knotviiv	knot-viiv	virkata	crochet; make lacework
ko obhöö	ko ob-höö	mitä kuuluu	what's new; how do you do; how are things with you
kodeinmo	kodein-mo	kodeiini	codeine
kofeinmo	kofein-mo	kofeiini	caffeine
kofraesi	kof-rae-si	kahvinporot	coffee-grounds
kofvemlo	kof-vem-lo	kahvila; kahvio	cafe; cafeteria; coffeehouse; coffee-shop
kointu a	ko-in-tu a	mihinkin	to what
kokainmo	kokain-mo	kokaiini	cocaine
ko-ob mo	ko-ob mo	mistä aineesta; mistä materiaalista	from which subject; of what material
koptusva	kopt-us-va	kopti	Coptic
korintva	korint-va	korinttilainen	corinthian
koronvir	koron-vir	koronavirus	coronavirus
kosi oof	ko-si oof	joilla on	who has
kotarsif	kotar-sif	kottarainen	starling
kotsifeg	kot-sif-eg	kananmuna	egg; chicken egg
kounplee	koun-plee	keilata	bowl
kountorv	koun-torv	tuutti; tötterö	cone; cornet
kratikva	krat-ik-va	möykkyinen	lumpy
kristdav	krist-dav	kristinoppi	Christian doctrine
kristsio	krist-si-o	kristikunta	Christendom
kristvao	krist-va-o	kristillisyys	Christianity
krokotpe	krokot-pe	krokotiili	crocodile
kromosom	kromosom	kromosomi	chromosome
kroonhäp	kroon-häp	kruunajaiset	coronation
krooshäp	kroos-häp	ristiäiset	baptizing; christening
krosluli	kros-lu-li	poikittain	across; athwart; crosswise; sideways; transversely
krosluva	kros-lu-va	poikittainen	transversal; transverse
krosvuvö	kros-vu-vö	risteilijä	cruiser
kryptrov	krypt-rov	kryptovaluutta	cryptocurrency
kukfäfjo	kuk-fäf-jo	kukkakauppias	florist
kukkälif	kuk-kä-lif	terälehti	petal
kukkäpep	kuk-käp-ep	kukkakaali	cauliflower
kukmolos	kuk-mol-os	kukkapenkki	flowerbed
kuksipao	kuk-si-pa-o	kukkakimppu; kukkavihko	bouquet; corsage; nosegay; posy
kukuusif	ku-kuu-sif	käki	cuckoo
kuleives	ku-lei-ves	pannu	pan
kunkaali	kun-kaa-li	valppaana	wide-awake
kunkavao	kun-ka-va-o	valppaus	alertness; watchfulness; vigilance
kuobäkpe	kuo-bäk-pe	kameli	camel
kuobäkve	kuo-bäk-ve	kyttyräselkä	humpback; hunchback
kuolsiva	kuol-si-va	kuoppainen	bumpy; dimpled; pitted; potholed
kuomahev	kuo-mah-ev	möhömaha	paunch; pot-belly
kuopinäp	kuo-pi-näp	follikkeli; rakkula	blister; follicle; vesicle
kupvemlo	kup-vem-lo	kuppila	cafeteria
kusmohep	kus-mo-hep	suolaheinä	sorrel
kusmoote	kus-moo-te	suolaus	saltation; salting
kusmovam	kus-mo-vam	suolavesi	salt water; saltwater; brine
kuthäkvo	kut-häk-vo	kirves	ax; axe; hatchet
kutiikte	kut-iik-te	viipalointi	slicing
kutmonlo	kut-mon-lo	kuun sirppi	crescent moon
kutpulao	kut-pu-la-o	paneeli	wainscot; panel
kutpupaa	kut-pu-paa	laudoittaa	board
kutpuple	kut-pup-le	lautapeli	board game
kutsipvo	kut-sip-vo	kalpa; miekka	sword; cutlass; epee
kuttokam	kut-to-kam	liippa	whetstone for scythe
kutvisva	kut-vis-va	terävä-älyinen	smart
kutvoote	kut-voo-te	puukotus	stabbing
kutvosva	kut-vos-va	teräväkielinen	sharp-tongued
kvabasna	kva-ba-s-na	neljäkymmenluvulla	in the forties
kvabasva	kva-ba-s-va	neljäskymmenes	fortieth
kvahynis	kva-hy-nis	aprilli	april
kvaikdin	kva-ik-di-n	neljännestunti	fifteen minuter
kvajänva	kva-jä-n-va	nelivuotinen	quadrennial
kvalimlo	kva-lim-lo	karsina	pen
kvasidva	kva-sid-va	nelisivuinen	quadrilateral
kvaängva	kva-äng-va	nelikulmainen; neliömäinen	squarish; quadrangular; rectangular
kyskäpep	kys-käp-ep	kyssäkaali	kohlrabi
käbvevat	käb-ve-vat	rintaliivit	bra; brassiere
käbvuute	käb-vuu-te	rintauinti	breaststroke
kädotelo	käd-o-te-lo	mainostoimisto	advertising agency; publicity agency
käfulmoo	kä-ful-moo	kitata; paklata	putty; tipple
kähapvem	kä-hap-vem	limonadi; limsa	lemonade
kämoejva	kä-mo-ej-va	maaliton	paintless
kämokayv	kä-mo-ka-yv	maalipeite	paint mask; coat of paint
kämotova	kä-mo-to-va	maalauksellinen	picturesque
känsliva	käns-li-va	syöpäinen	cancerous
käpaoova	kä-pa-oo-va	värinpitävä	colorfast
käpepmae	käp-ep-mae	kaalimato	cabbage worm
käpjurep	käp-jur-ep	lanttu	rutabaga; Swedish turnip; swede
kätiinmo	kä-tiin-mo	tinneri	paint thinner; thinner
köhhövao	köh-hö-va-o	käheys	hoarseness
kölkaide	kö-l-ka-ide	maailmankatsomus	world outlook
kölleili	kö-l-lei-li	maailmanlaajuisesti; globaalisti	global; globally
kölleiva	kö-l-lei-va	globaali; maailmanlaajuinen	world-wide; global; worldwide
köllimno	kö-l-lim-no	maailmankausi	aeon; world season
köllivao	kö-l-li-va-o	maailmallisuus	worldliness
la dipva	la dip-va	syvällä	deep
la farst	la far-st	kauimpana	farthest; furthest
la iptol	la ip-tol	mökillä	at the cottage
la leilo	la lei-lo	alueella	within the precincts of
la lyouv	la ly-ouv	kynnyksellä	at the threshold; doorstep
la lypir	la ly-pir	alempana	lower
la lytal	la ly-tal	lattialla	on the floor
la raflo	la raf-lo	lähimain; lähistöllä	nearby
la rotuo	la ro-tuo	matkalla	on the way; en route
la rotut	la ro-tut	kyydissä	on board
la villö	la vil-lö	maatilalla	on the farm
laevalva	la-ev-al-va	ihonalainen	subcutaneous
laevbotl	la-ev-botl	leili	skin
laevheör	la-ev-heör	ihokarva	hair
laeviits	la-ev-iits	kutista	itch
laevkeer	la-ev-keer	arpeuttaa	mark; scar
laevmojo	la-ev-mo-jo	nahkuri	tanner
laevmosi	la-ev-mo-si	nahat	leathers; skins
laevmova	la-ev-mo-va	nahkainen	leathery; leathern
laevpapr	la-ev-papr	pergamentti	parchment
laevreek	la-ev-reek	haavoittaa	wound; injure
laevvoom	la-ev-voom	hikoilla; hiostaa	perspire; sweat
lahanfis	lahan-fis	lahna	bream; brown bream
lakjusvö	lak-jus-vö	termostaatti	thermostat
laklirmo	la-klir-mo	kiille	mica
laknista	lak-ni-sta	suoja; suojasää	thaw; thawing; warming
laknonat	lak-no-nat	kesäyö	summer night
lakresto	lak-res-to	lämpöpatteri	radiator
lakrista	lak-ri-sta	lämpötila	temp; temperature
lakvamvo	lak-vam-vo	haude	bath; poultice
laobekem	la-o-be-kem	voileipä	sandwich
laogabos	la-o-gab-os	piironki	bureau
laokauka	la-o-kau-ka	pintakuvio	surface pattern
laokutpu	la-o-kut-pu	päällyslauta	lintel
laomoote	la-o-moo-te	pinnoitus	plating
laopaaen	la-o-paa-en	pällystetty; päällystetty	coated; draped; surfaced
laopipri	la-o-pip-ri	pintamitta	square measure
laosidli	la-o-sid-li	pintapuolisesti	superficially; cursorily
laosidva	la-o-sid-va	pintapuolinen	cursory; perfunctory; superficial
laovatsi	la-o-vat-si	päällysvaatteet	outerwear
laovivev	la-o-viv-ev	epiteeli	epithelium
lapavesi	la-pa-ve-si	seisovan syli	arms
laphirpe	lap-hir-pe	poro	reindeer
lapopemä	la-po-pe-mä	ratsumies	cavalryman; horseman; trooper
laraukuk	la-rau-kuk	kehäkukka	marigold
laraurif	la-rau-rif	atolli	atoll
lavaamte	la-vaam-te	kellunta	floating; flotation
lavaamva	la-vaam-va	kelluva	buoyant; floating
laventep	lavent-ep	laventeli	lavender
lavotmae	la-vot-mae	kastemato	dewworm
lavotrae	la-vot-rae	kastehelmi	dewdrop
leibootl	lei-bootl	purkittaa	can
leidirli	lei-dir-li	vaakasuoraan; vaakasuorassa	horizontally
leidirob	lei-dir-ob	horisontti	horizon; skyline
leidirva	lei-dir-va	horisontaalinen; vaaka; vaakasuora	horizontal
leikakem	lei-ka-kem	piirakka	quiche
leikatoo	lei-ka-too	panoroida	pan
leikiava	lei-kia-va	kalteva	inclined; leaning; sloped
leikirvo	lei-kir-vo	tussi; tussikynä; huopakynä	felt-tip pen; indian ink; marker
leilatto	lei-lat-to	liuskelaatta	slate slab
leileili	lei-lei-li	laajalti; laajasti	broadly; expansively; extensively; widely
leileist	lei-lei-st	laajin	widest; vastest; broadest
leileiva	lei-lei-va	ekspansiivinen; laaja; laaja-alainen; laajuinen	large; widespread; wide-ranging; -wide; wide; spacious; far-flung; extensive; expansive; exhaustive; comprehensive; broad; vast
leilinva	lei-lin-va	juovikas	barred; brindled; streaky
leimolsi	lei-mol-si	kentät	fields
leiolkve	lei-olk-ve	hartia	shoulder
leiouplo	lei-oup-lo	aukeama	spread
leioupva	lei-oup-va	aava; aukea	extensive; wide-open expanse; wide; vast; plain; open country; flat; expansive; expanse; clearing; broad; ample; open
leipaaen	lei-paa-en	langetettu	felled
leipaate	lei-paa-te	levittäminen	dissemination
leipaavo	lei-paa-vo	levitin	spreader
leipafät	lei-pa-fät	levite	spread
leipaiil	lei-pa-iil	läjätä	pile up
leirauri	lei-rau-ri	leveysaste	latitude
leiräjli	lei-räj-li	levällään	outspread
leitinik	lei-tin-ik	lapa	broad and flat part of a sword or bat
leitinva	lei-tin-va	laakea	flat
leitokam	lei-to-kam	liuskekivi	slate; slate stone
leituori	lei-tuo-ri	levinneisyys	distribution
leitusaa	lei-tu-saa	juoruta	gossip
leituuva	lei-tuu-va	leviävä	diffusive; pervasive
leivatsi	lei-vat-si	liinavaatteet	linen; linens
leivesem	lei-ves-em	vanukas	pudding
leivesri	lei-ves-ri	lautasellinen	plateful
leivomos	lei-vom-os	allas	pool; reservoir; basin
leiyltol	lei-yl-tol	kerrostalo	block of flats; high-rise building
leiyylob	lei-yyl-ob	kerrostuma	stratum; deposit
leiyylte	lei-yyl-te	kerrostuminen	stratification
lekahcuu	lek-ah-cuu	härnätä	tease
lekahvao	lek-ah-va-o	koiruus	trick
lekdavlo	lek-dav-lo	leikkikoulu	playgroup
lekiptol	lek-ip-tol	leikkimaja; leikkimökki	play house; playhouse
leklarau	lek-la-rau	leikkikehä	playpen
leksaajo	lek-saa-jo	leikinlaskija	joker
leksaate	lek-saa-te	leikinlasku	pleasantries; pleasantry; raillery
lektatjo	lek-tat-jo	hippa	tag
lektolik	lek-tol-ik	leikkihuone	playroom
lemsejva	lems-ej-va	hajuton	odorless
lentilep	lentil-ep	linssi	lentil
leotuope	le-o-tuo-pe	matelija	reptile
lepkalva	lep-kal-va	lauha; leuto	balmy; kindly; mild; temperate; tepid
leppoote	lep-poo-te	lievittäminen; lievitys	alleviation; palliation; alleviating
leppopir	lep-po-pir	lievempi	milder
lepravao	lep-ra-va-o	lempeys	blandness; gentleness; lenience; leniency; meekness; mildness
lestadus	lestad-us	lestadiolaisuus	Laestadian movement; Laestadianism
leukosol	leu-ko-sol	leukosyytti	leukocyte
levgösio	lev-gö-si-o	vasemmisto	the left
levsidva	lev-sid-va	vasemmanpuoleinen	left side
li daril	li da-ril	todesta	seriously
li it oo	li it oo	silleen	as it is
li kalva	li kal-va	kylmiltään	cold
li läkva	li läk-va	kuumana	red-hot
li obpit	li ob-pit	velvoitteena	as an obligation
liafvova	li-af-vo-va	konventionaalinen; totunnainen	accustomed; conventional; customary
liautööf	li-aut-ööf	omia	declare as one's property
libiomit	li-bio-mit	luomuliha	organic meat
liedkato	li-ed-ka-to	emoiji; hymiö	emoji; smiley
liedkava	li-ed-ka-va	ekspressiivinen; ilmeikäs	expressive
lienovao	li-e-o-va-o	säilyvyys	shelf-life
lifgagev	lif-gag-ev	lehtisuoni	rib
lifhapmo	lif-hap-mo	foolihappo	folic acid
lifhäkvo	lif-häk-vo	vasta	birch switch
lifiptol	lif-ip-tol	lehtimaja	arbor
lifkäpep	lif-käp-ep	lehtikaali	kale
lijekali	li-je-ka-li	näennäisesti	ostensibly; seemingly; seemly
lijekasö	li-je-ka-sö	näennäismuisti	virtual memory
lijekava	li-je-ka-va	näennäinen	apparent; ostensible; seeming
lijesada	li-je-sa-da	dialektiikka	dialectics
lijesato	li-je-sa-to	väitös	claim; dissertation defense; thesis
lijärvao	li-jär-va-o	järjestelmällisyys	systematics; systematization
likatova	li-ka-to-va	mallikas	presentable; stylish
likonjep	li-konj-ep	purjo	leek
lilonosa	li-lo-no-sa	adverbi	adverb
limarkda	li-mark-da	symboliikka; symbolismi	symbolism
limarkli	li-mark-li	symbolisesti	symbolically
limarkva	li-mark-va	symbolinen	emblematic; symbolic; symbolical; token
limleilo	lim-lei-lo	raja-alue	border area; border district
limleios	lim-lei-os	kaukalo	rink
limoosen	lim-oos-en	aidattu	fenced; fenced off
limosnet	lim-os-net	aitaverkko	fence netting
limpaate	lim-paa-te	rajankäynti	setting of boundaries
limpörov	lim-pö-rov	tullimaksu; tulli	custom; customs duty
linoukva	lin-ouk-va	käyrä	crooked
linreiva	lin-rei-va	viivasuora	straight
linsdajo	lins-da-jo	optikko	optician
linsdali	lins-da-li	optisesti	optically
linsdava	lins-da-va	optinen	optic; optical
