English	Finnish	Vosa
O The market situation changes and fluctuates and tasks can be project-based; when the project ends, it may not be replaced by something new that employs as many people.	O Markkinatilanne muuttuu ja heilahtelee ja tehtävät voivat olla projektiluonteisia, kun projekti päättyy ei välttämättä uutta yhtä paljon työllistävää tule tilalle.	O Forfävista autmuu a siheuu a teobsi meej oo pitöobliva, na pitöob öön ej nidli novva reri piri töfaava uut forsiJ. 
O Many websites are filled with ads, they have too many scattered links and things on the same page.	O Monet nettisivut täyttyvät mainoksista, niissä on liian paljon hajanaisia linkkejä ja asiaa samalla sivulla.	O Si vinetsidsi autfuul vi kädtosi, in itsi oo ylrili piri silova rutupasi a so la re sid. 
O Can society afford to leave the unemployed unutilized?	O Onko yhteiskunnalla varaa jättää työttömiä hyödyntämättä.	O Oofko visoslo res tejää töafejjosi ejli tegörooen. 
O Passive and indifferent, not actively participating in the management of common affairs.	O Passiivisia ja välinpitämättömiä, ei osallistuta aktiivisesti yhteisten asioiden hoitoon.	O Ejsiteva a forke-ejva josi, ej ikaap siteli intu viofva sosi hake. 
O Advanced home automation with robots can also consume more energy and raw materials, and daily exercise that keeps you healthy will be reduced.	O Pitkälle viety kotiautomaatio robotteineen myös voi kuluttaa energiaa ja raaka-aineita enemmän ja terveenä pitävä arkiliikunta jää vähemmälle.	O Lule gaaen balautte vi vöjosi ali voo teroriip pori a ravmosi pir a li terva paoova tetanuuteo jää rippirli. 
O Risks exist that may only be revealed over decades.	O Riskit olemassa, jotka vasta voivat paljastua vuosikymmenten kuluessa.	O Risksi oonen, kosi denen meej autkayvaap na jänbassi noriip. 
The amount of information is large, you should be able to extract what you need from it, even in a narrow field there is a huge amount to learn.	O Tiedon määrä on suuri, siitä pitäisi osata poimia tarvittavat, suppealla alallakin on valtavasti opiskeltavaa.	O Da ri oo piva, ob it piitif davoo utkaap niidtava, ali la oipva leiob it oo pipili apdaavtava. 
O A scientific hobby is not really possible except by just reading theory, you have to be in university books.	O Tieteen harrastus ei ole oikein mahdollista kuin vain teoriaa lukemalla, pitää olla yliopiston kirjoissa.	O Dä mite ej oo ratli vova li erisli vy omdalio riik, piit oo in yldavlö autkiiren. 
O There is a lot of information and ideas, but they are scattered.	O Tietoa ja ideoita on paljon, mutta ne ovat hajanaisia.	O Öbda a ideasi oo piri, mut itsi oo silova. 
O Often people imitate others and don't do things on their own.	O Usein ihmiset matkivat muita, eivätkä omasta päästään tee asioita.	O Sina mämsi litee tuasi, a häsi ej ut öfva pä tee sosi. 
O New technology requires study, tools with which ideas can be implemented.	O Uusi teknologia vaatii opiskelua, välineitä joilla ideat voidaan toteuttaa.	O Novva tekdä teniid apdav, vosi vy kosi ideasi voota riltee. 
O Things that seem difficult are feared, even though they improve when you put in the effort, and then new technology can seem completely easy to use, even programs that seem difficult to use.	O Vaikeilta tuntuvia asioita kammotaan, vaikka niissä kehittyy, kun paneutuu ja sitten uusi teknologia voi tuntua aivan helppokäyttöiseltä, vaikeakäyttöisiltäkin vaikuttavat ohjelmat.	O Ongva livofiiva sosi hircuuta, tajli in itsi autdeev, na dipmiid a iten novva tekdä voo livofii fulli gnoteoova, ali li ongteoova oblikaava progsi. 
O Misinvestments result in losses for individuals, companies and society.	O Virhesijoitukset tulevat tappioksi yksityisille, yrityksille ja yhteiskunnalle.	O Sovik roforpasi muu ronivsi tu isofjosi, tralösi a visoslo. 
O We underestimate our own importance, yet even a small spark of an idea can create many jobs and profitable business.	O Vähätellään omaa merkitystä ja kuitenkin pienikin ideankipinä voi synnyttää paljon työpaikkoja ja kannattavaa liiketoimintaa.	O Alrocuuta öfva curo a amut ali ipva ideabönrae voo tenöee piri tölosi a rogöva fäfote. 
Even a single purchase can have a chain reaction-like effect. It breaks the vicious circle and provides work and money for spending.	O Yhdellä ostoksellakin voi olla ketjureaktiomainen vaikutus. Se poistaa noidankehää ja antaa työtä ja varaa kuluttamiseen.	O Is äfto voo oof siviringysokva ys. It yraap ahmägjo larau a faa tö a res for tetoriipte. 
O It takes one person an enormous amount of time to develop an advanced product.	O Yhdeltä ihmiseltä menee valtavasti aikaa kehittää jokin pitkälle viety hyödyke.	O Ut is mäm tuu pipili no deev ö lule gaaen göroto. 
O Over-enthusiasm for an idea, but when you examine the possibilities of implementing the idea in more detail, you may notice that the idea was not very sensible or marketable.	O Yli-innostus ideasta, mutta kun selvittää tarkemmin idean toteuttamismahdollisuudet, voi huomata, ettei idea ollutkaan kovin järkevä tai myyvä.	O Ylysraate öb idea, mut na sokliraap tarkpirli idea rilteevovaosi, voo satvokaa, syt ej idea ooen a errili visva taj fääva. 
O Environmental problems will become increasingly prominent in the future and solutions are needed quickly.	O Ympäristöongelmat korostuvat entistä enemmän tulevaisuudessa ja tarvitaan nopeasti ratkaisuja.	O Raulo-ongsi autyloob ut enva pir na neno a niidta nopli gnosi. 
O Even an entrepreneur can do a lot of free work before they start earning an income.	O Yrittäjäkin voi tehdä paljon ilmaista työtä ennen kuin alkaa saada tuloa.	O Ali trajo voo tee piri ejrovriva tö en na nöö aaf utrov. 
O A smart robot of the future becomes infected with malware or a glitch and becomes violent, vandalizes places and abuses its user.	O Älykkääseen tulevaisuuden robottiin tulee haittaohjelma tai häiriö ja se muuttuu väkivaltaiseksi, rikkoo paikkoja ja pahoinpitelee käyttäjänsä.	O Intu vovisva neno vöjo uut ögroprogsi taj cuyv a it autmuu popitpöva, ahreek losi a ahlisipaoo itof teoojo. 
R In brainstorming, you can deviate from the norm and find new, strange ideas, even making yourself look ridiculous.	R Aivoriihessä voidaan poiketa tavanomaisuudestakin ja löytää uusia omituisia ajatuksia saattamalla itsensä vaikka naurunalaiseksi.	G In ideahäp voota ejretuu ut resiliovao a kees novva auterva soososi vy vigaa aut tajli mu heheealva. 
You also need to learn to manage your time, when you do a lot, do a lot of hobbies, find the fastest and best ways to work, this will save you time in the future, even if you have spent time reading and learning the instructions.	R Ajankäyttöäkin pitää oppia hallitsemaan, kun tekee paljon, harrastaa paljon, löytää nopeimmat ja parhaimmat työskentelytavat, näin säästyy jatkossa aikaa, vaikka ohjeiden lukemiseen ja opetteluun on mennytkin aikaa.	G Ali noteo piit daav pötee, na tee piri, mitee piri, kees nopst a hast sitööliosi, täli autropaoo in pirtuo no, tajli intu lidasi riikte a siapdaavte oo tuuen no. 
R Thinking is developmental, writing is developmental.	R Ajattelu on kehittävää, kirjoittaminen on kehittävää.	G Soote oo deevva, kiirte oo deevva. 
R Increasing activity and knowledge to manage common issues.	R Aktiivisuuden ja tietämyksen lisääminen yhteisten asioiden hoitamiseksi.	G Sitevao a öbvoda pirpa for viofva sosi hakee. 
R Activity: study, generate ideas, acquire information, have good social relationships and join networks.	R Aktiivisuus: opiskella, ideoida, hankkia tietoa, saada hyviä sosiaalisia suhteita ja liittyä verkostoihin.	G Sitevao: apdaav, ideaa, foraaf öbda, aaf hava sosva vicusi a rutuu intu sinetsi. 
R At first, you don't always know what the product will end up like and you have to do a lot of experiments and demos of different options.	R Aluksi ei aina tiedä, millainen lopulta tuotteesta tulee ja joutuu tekemään paljon kokeiluja ja demoja eri vaihtoehdoista.	G Nömu ej kina daa, kova önutli to muu a autpiit tee piri votraatesi a edtukasi ob er tajifosi. 
R First, you could do a demo and see if customers are enthusiastic about the product, and only then start developing it.	R Aluksi voisi tehdä demon ja kartoittaa sitä, ovatko asiakkaat innostuneita tuotteesta ja vasta sitten ruveta kehittämään.	G Nömu vooif tee edtuka a kalotoo it, ooko sojosi autysraaen öb to a denen iten nötee deev. 
R Professional skills need to be developed constantly and you need to stay up to date, as technology and methods are developing rapidly.	R Ammattitaitoa joutuu kehittämään koko ajan ja on pysyttävä ajan tasalla, sillä teknologia ja menetelmät kehittyvät vauhdilla.	G Votölivote autpiit deev kio no a piit autpaoo talnali, syfor tekdä a culitesi autdeev vy nopri. 
R It gives you inspiration when you see what is being done elsewhere, what others have accomplished.	R Antaa virikkeitä, kun katsoo mitä muualla tehdään, mitä muut ovat saaneet aikaiseksi.	G It faa foryssi, na kaa ko tuala teeta, ko tuasi oo tonoaafen. 
Values, ethics in creating and retaining jobs.	R Arvot, etiikka työpaikkojen lisäämisessä ja säilyttämisessä.	G Rosi, rattarda in tölosi pirpa a paloote. 
R Customers must be helped to find the products and services they want and they must be given incentives for new goods and new uses and applications.	R Asiakkaita pitää auttaa löytämään haluamansa tuotteet ja palvelut ja heille pitää antaa virikkeitä uusiin hyödykkeisiin ja uusiin käyttötapoihin ja -kohteisiin.	G Sojosi piitta vyy kees häsiof ofraaen tosi a seertesi a for häsi piit faa foryssi tu novva görotosi a novva teoliosi a -obösi. 
R Automation and rationalization reduce work and if it increases income, that income should be used to create other work, otherwise society will inevitably end up with not everyone having a job.	R Automaatio ja rationalisointi vähentävät työtä ja jos se lisää tuloja, niillä tuloilla pitäisi luoda jotakin muuta työtä, muuten yhteiskunta menee väistämättä siihen, ettei kaikilla ole työtä.	G Autte a visvoote riip tö a if it pirpaa utrovsi, vy itsi utrovsi piitif novtee ö tua tö, tuali visoslo tuu oburtuejli tuit, syt ej ki oof tö. 
R Automation is suitable for high-quality standard products, mass production, where precision mechanical devices are more accurate than humans, and humans cannot always do what they want.	R Automaatio soveltuu tarkkalaatuisiin standardituotteisiin, massatuotantoon, jossa hienomekaaniset laitteet ovat tarkempia kuin ihminen, eikä ihminen voi aina edes tehdä.	G Autte autforsoop tarkvaova sirepipri tosi, mastoote, koin väkamekanva vösi oo tarkpir il mäm, a ej mäm voo kina ipripstli tee. 
R The benefits of automation should be taxed more heavily to cover increasing social spending.	R Automaatiosta saatavaa hyötyä verotettava kovemmin, että voidaan kattaa kasvavat sosiaalimenot.	G Ut autte aaftava göro piit pöroov kampir, syt voota kioof piirva sosrovripsi. 
R An automatic intelligent idea generator that combines things in new ways, but their rationality will have to be examined by humans, unless artificial intelligence goes so far that it can even assess rationality.	R Automaattinen älykäs ideageneraattori, joka yhdistelee asioita uudella tavalla, mutta niiden järkevyyden joutuu ihmiset tutkimaan, ellei tekoäly mene niin pitkälle, että se voi arvioida jo järkevyydenkin.	G Autteva vovisva ideadevvö, ko sivipaa sosi vy novva lio, mut itsiof visvao autpiit mämsi dakaa, ifej tevis tuu itli lule, syt it voo rokaa ripnen ali visvao. 
Bio-based and biodegradable process chemicals, fillers and binders.	R Biopohjaiset ja biohajoavat prosessikemikaalit, täyte- ja sideaineet.	G Bioalova a bioiksituuva tötuo kemmosi, fulto- a virumosi. 
R There is a lot to research and develop in life sciences -> improving health, solving environmental problems, etc.	R Biotieteissä on paljon tutkittavaa ja kehiteltävää -> terveyden parantaminen, ympäristöongelmien ratkaisu jne.	G In biodäsi oo piri dakaatava a sideevtava -> tervao hapiirte, raulo-ongsi gno aid. 
R We proceed both from the bottom up and from the top down.	R Edetään sekä alhaalta ylöspäin, että ylhäältä alaspäin.	G Edtuuta duvio lyel yldir, a ylel lydir. 
R It is cheaper to mass-produce elements in a factory, but 3D has become available, which should make individual small-scale production profitable.	R On edullista tehdä elementit tehtaassa sarjatuotantona, mutta on tullut 3D, mikä mahdollistanee yksilöllisen pientuotannonkin kannattavasti.	G It oo edrova tee ikobsi in tolö li seritoote, mut it oo uuten 3D, ko meej vovaa ali isjova iptoote rogöli. 
R We do not do useless work, but work that is beneficial.	R Ei teetetä turhaa työtä, vaan työtä, josta on hyötyä.	G Ej tuateeta nidejva tö, mut tö, kout oo göro. 
R Do not duplicate work or take away from others.	R Ei tehdä päällekkäisiä töitä tai viedä muilta leipää.	G Ej teeta relava tösi taj gaata ut tuasi bekem. 
R A product developer does not always need to be highly educated.	R Ei tuotekehittelijän tarvitse olla aina pitkälle kouluttautunut.	G Ej tosideevjo niid oo kina lule autpadaaven. 
R You don't necessarily need to read and learn a lot of theories, just start thinking practically and independently with common sense about what you're going to do.	R Ei välttämättä tarvitse lukea ja opetella paljon teorioita, kun vaan rupeaa käytännöllisesti ajattelemaan terveellä talonpoikaisjärjellä itsenäisesti mitä rupeaa tekemään.	G Ej nidli niid riik a siapdaav piri omdaliosi, na mut nötee liotevoli soo vy terva viltolmävis autnali ko nötee tee. 
You shouldn't rely on having completed your degrees well and received good grades in aptitude tests, but you should continue to develop yourself throughout your life and use your skills to achieve results.	R Eipä pidä luottaa siihen, että on suorittanut hyvin tutkintoja ja saanut soveltuvuustesteissä hyviä arvosteluja, vaan itsensä kehittämistä on jatkettava läpi koko elämän ja käytettävä osaamistaan tulosten aikaansaamiseksi.	G Ej a piit uscuu tuit, syt oo tuöntee-en hali tradavsi a aafen in forsopvao votrasi hava obrosasi, mut autof deevte piit lupiir inli kio eo a teoo davoote mu utrosi tonoaaf. 
R There would be more money for pensions if everyone who could afford it were in productive work.	R Eläkkeisiin olisi enemmän varaa, jos kaikki kynnelle kykenevät olisivat tuottavassa työssä.	G Intu unrovsi ooif pir res, if ki haforli voteeva ooif in toova tö. 
R Life in its diversity is varied, rich, and never boring.	R Elämä monimuotoisuudessaan on vaihtelevaa, rikasta, ei pääse tylsistymään.	G Eo in itof sikauvao oo siermuuva, ritsva, ej aftuu öbahmiien. 
R I don't think Finns are short on ideas.	R En usko, että suomalaiset ovat ideaköyhiä.	G Aj ej uus, syt finjosi oo ideastirva. 
R Continuous use and reading of English are essential in today's internationalized world.	R Englannin kielen jatkuva käyttö ja lukeminen ovat välttämättömiä nykyisessä kansainvälistyneessä maailmassa.	G Eng vos pirtuuva teo a riikte oo nidva in nenva authyjsiväälen köl. 
R Several significant products and services in terms of problem solutions will be presented and sold.	R Esittelyyn ja myyntiin mukaan useita merkittäviä tuotteita ja palveluja ongelmien ratkaisujen kannalta.	G Tuvi siedtuka a fääte si curova tosi a seertesi miculi ongsi gnosi. 
R Directory of products and services for the broadest possible diverse view of solutions to problems.	R Hakemistoon tuotteita ja palveluja mahdollisimman laajaksi monipuoliseksi näkemykseksi ongelmien ratkaisuihin.	G Intu sisek tosi a seertesi mu vostli leileiva sisidva kamicu intu ongsi gnosi. 
When fine-tuned, resource efficiency can save energy and raw materials, especially if recycled and renewable natural materials are used as raw materials.	R Hienosäädettynä resurssitehokkuus voi säästää energiaa ja raaka-ainetta varsinkin, jos käytetään kierrätysmateriaaleja ja uusiutuvia luonnonmateriaaleja raaka-aineena.	G Na hiejuspaaen resysrivao voo ropaoo pori a ravmo erobli, if teoota torautomosi a autnoovva biotomosi li ravmo. 
